Percentiles,Rainfall Values
1,2.635
2,3.13
3,3.885
4,4.123
5,4.357
6,4.625
7,5.268
8,5.542
9,5.921
10,6.47
11,6.859
12,7.329
13,7.537
14,7.955
15,8.416
16,8.592
17,8.724
18,8.779
19,9.045
20,9.217
21,9.488
22,9.624
23,9.829
24,9.933
25,10.031
26,10.158
27,10.248
28,10.569
29,10.778
30,10.887
31,10.921
32,11.011
33,11.183
34,11.281
35,11.346
36,11.501
37,11.627
38,11.723
39,11.878
40,11.939
41,12.068
42,12.175
43,12.231
44,12.322
45,12.464
46,12.551
47,12.736
48,13.003
49,13.102
50,13.176
51,13.248
52,13.284
53,13.402
54,13.541
55,13.637
56,13.701
57,13.725
58,13.841
59,13.933
60,14.137
61,14.309
62,14.56
63,14.764
64,14.959
65,15.062
66,15.416
67,15.739
68,15.899
69,15.969
70,16.212
71,16.305
72,16.444
73,16.562
74,16.864
75,16.947
76,17.067
77,17.228
78,17.309
79,17.393
80,17.471
81,17.581
82,17.829
83,18.026
84,18.334
85,18.528
86,18.664
87,18.777
88,19.043
89,19.65
90,19.92
91,20.198
92,20.583
93,20.887
94,21.395
95,22.052
96,23.491
97,23.881
98,24.816
99,26.729
