Percentiles,Rainfall Values
1,10.004
2,11.459
3,13.142
4,13.641
5,14.249
6,14.925
7,15.442
8,16.41
9,17.887
10,18.883
11,19.17
12,19.617
13,20.287
14,21.15
15,21.45
16,21.728
17,23.113
18,23.438
19,23.665
20,24.082
21,24.324
22,24.833
23,24.995
24,25.071
25,25.223
26,25.757
27,26.006
28,26.054
29,26.196
30,26.459
31,26.747
32,26.859
33,27.142
34,27.426
35,27.546
36,27.963
37,28.066
38,28.323
39,28.393
40,28.62
41,28.947
42,29.046
43,29.508
44,29.623
45,29.908
46,30.004
47,30.676
48,30.833
49,30.917
50,31.042
51,31.109
52,31.358
53,31.859
54,32.008
55,32.227
56,32.586
57,32.73
58,32.849
59,32.978
60,33.43
61,33.724
62,33.985
63,34.137
64,34.47
65,34.489
66,34.549
67,34.914
68,35.386
69,35.615
70,35.744
71,36.001
72,36.368
73,36.823
74,37.071
75,37.321
76,37.723
77,38.074
78,38.304
79,38.646
80,39.102
81,39.393
82,39.708
83,39.959
84,40.215
85,40.528
86,40.933
87,41.304
88,41.476
89,41.945
90,42.59
91,43.735
92,44.301
93,44.7
94,45.379
95,46.875
96,48.216
97,48.83
98,50.83
99,53.784
