Percentiles,Rainfall Values
1,15.487
2,17.653
3,19.439
4,20.241
5,20.701
6,21.773
7,22.386
8,23.569
9,25.281
10,26.588
11,27.191
12,27.613
13,28.275
14,29.521
15,30.112
16,30.979
17,31.458
18,31.916
19,32.667
20,33.529
21,33.755
22,33.962
23,34.17
24,34.511
25,34.827
26,35.123
27,35.657
28,35.906
29,36.084
30,36.381
31,36.552
32,36.674
33,36.92
34,37.335
35,37.603
36,38.07
37,38.278
38,38.47
39,38.665
40,39.206
41,39.436
42,39.548
43,39.836
44,40.105
45,40.378
46,40.828
47,41.125
48,41.272
49,41.475
50,41.638
51,41.818
52,42.242
53,42.603
54,42.907
55,43.416
56,43.602
57,43.774
58,43.981
59,44.463
60,44.964
61,45.109
62,45.328
63,45.738
64,45.949
65,46.138
66,46.285
67,46.511
68,46.865
69,46.98
70,47.607
71,48.023
72,48.315
73,48.71
74,48.874
75,49.397
76,49.737
77,50.375
78,50.595
79,51.28
80,51.745
81,51.893
82,52.328
83,52.562
84,52.741
85,52.937
86,53.778
87,54.348
88,54.836
89,55.318
90,55.717
91,57.086
92,58.149
93,58.911
94,60.713
95,62.281
96,63.268
97,63.747
98,66.622
99,71.835
