Percentiles,Rainfall Values
1,1.829
2,2.175
3,2.582
4,3.152
5,3.336
6,3.797
7,4.104
8,4.797
9,5.021
10,5.27
11,5.411
12,5.985
13,6.309
14,6.534
15,6.595
16,6.675
17,6.883
18,7.229
19,7.458
20,7.553
21,7.621
22,7.686
23,7.796
24,7.961
25,8.107
26,8.26
27,8.448
28,8.577
29,8.644
30,8.665
31,8.715
32,8.942
33,9.037
34,9.073
35,9.101
36,9.193
37,9.338
38,9.501
39,9.657
40,9.852
41,10.032
42,10.419
43,10.635
44,10.684
45,10.748
46,10.935
47,11.082
48,11.104
49,11.256
50,11.292
51,11.348
52,11.408
53,11.434
54,11.492
55,11.582
56,11.652
57,11.829
58,11.938
59,12.161
60,12.253
61,12.365
62,12.415
63,12.523
64,12.687
65,12.773
66,12.886
67,12.991
68,13.228
69,13.317
70,13.466
71,13.695
72,13.801
73,13.999
74,14.155
75,14.431
76,14.632
77,14.779
78,14.905
79,14.975
80,15.22
81,15.319
82,15.49
83,15.683
84,15.763
85,15.893
86,16.025
87,16.127
88,16.273
89,16.425
90,16.495
91,16.86
92,17.413
93,18.02
94,18.741
95,19.249
96,20.014
97,20.385
98,21.514
99,22.198
