Percentiles,Rainfall Values
1,3.738
2,4.137
3,4.991
4,5.697
5,5.867
6,6.866
7,8.507
8,11.821
9,13.876
10,13.983
11,15.082
12,16.331
13,17.473
14,19.008
15,20.309
16,21.625
17,22.589
18,22.943
19,22.998
20,24.055
21,24.722
22,25.05
23,25.367
24,25.453
25,25.551
26,27.041
27,28.14
28,28.331
29,29.354
30,30.293
31,31.343
32,32.044
33,32.27
34,32.977
35,33.474
36,33.696
37,33.86
38,34.283
39,34.36
40,35.572
41,35.743
42,35.963
43,36.113
44,36.123
45,37.118
46,37.248
47,37.399
48,37.481
49,38.146
50,38.365
51,38.724
52,39.02
53,39.253
54,39.551
55,39.903
56,40.575
57,40.922
58,42.934
59,44.65
60,45.196
61,45.3
62,46.026
63,48.079
64,49.128
65,49.699
66,50.379
67,52.051
68,52.243
69,52.802
70,53.353
71,53.952
72,54.503
73,54.813
74,55.818
75,58.663
76,59.191
77,59.811
78,60.014
79,60.883
80,62.163
81,62.592
82,62.663
83,63.923
84,67.224
85,69.487
86,71.461
87,72.497
88,72.636
89,73.098
90,75.835
91,79.329
92,83.433
93,95.548
94,105.219
95,108.444
96,111.302
97,114.803
98,135.121
99,239.249
