Percentiles,Rainfall Values
1,2.449
2,2.725
3,3.06
4,3.547
5,4.185
6,5.45
7,6.849
8,9.064
9,10.424
10,10.601
11,11.531
12,12.378
13,13.083
14,15.161
15,16.305
16,16.59
17,17.714
18,18.708
19,19.287
20,19.452
21,19.456
22,19.899
23,20.404
24,20.696
25,21.091
26,22.186
27,22.989
28,23.638
29,24.053
30,24.225
31,24.361
32,24.685
33,24.755
34,24.916
35,25.579
36,25.844
37,26.22
38,26.294
39,26.616
40,26.926
41,27.074
42,27.484
43,27.999
44,28.181
45,28.756
46,28.786
47,29.525
48,29.915
49,30.312
50,30.773
51,30.982
52,31.64
53,31.916
54,32.047
55,32.827
56,33.338
57,33.386
58,33.752
59,34.866
60,35.138
61,36.045
62,37.729
63,38.999
64,39.026
65,39.173
66,39.389
67,39.744
68,40.219
69,40.413
70,41.141
71,41.57
72,42.116
73,43.038
74,44.109
75,44.968
76,46.396
77,46.601
78,47.361
79,48.666
80,49.197
81,49.931
82,50.346
83,52.141
84,55.403
85,56.694
86,57.962
87,58.764
88,60.018
89,62.088
90,65.119
91,65.756
92,68.218
93,77.107
94,86.193
95,87.382
96,87.857
97,93.207
98,108.93
99,194.286
