Percentiles,Rainfall Values
1,0.187
2,0.271
3,0.358
4,0.52
5,0.752
6,1.165
7,1.653
8,1.877
9,2.065
10,2.199
11,2.389
12,2.986
13,3.311
14,3.655
15,4.012
16,4.138
17,4.304
18,4.652
19,4.987
20,5.254
21,5.374
22,5.613
23,5.757
24,5.852
25,5.885
26,5.896
27,6.063
28,6.156
29,6.242
30,6.406
31,6.483
32,6.787
33,6.868
34,6.951
35,7.074
36,7.196
37,7.355
38,7.399
39,7.485
40,7.495
41,7.573
42,7.959
43,8.264
44,8.614
45,8.664
46,8.73
47,8.855
48,8.859
49,8.933
50,9.061
51,9.108
52,9.347
53,9.39
54,9.406
55,9.498
56,9.642
57,9.774
58,9.822
59,10.104
60,10.881
61,11.024
62,11.087
63,11.228
64,11.278
65,11.532
66,11.799
67,12.442
68,13.028
69,13.089
70,13.143
71,13.372
72,14.315
73,14.666
74,14.721
75,14.919
76,15.418
77,15.893
78,16.386
79,16.738
80,16.889
81,17.072
82,17.325
83,17.502
84,18.201
85,19.512
86,19.905
87,20.657
88,22.035
89,24.642
90,27.286
91,27.949
92,28.759
93,28.88
94,28.993
95,29.573
96,32.387
97,36.702
98,39.844
99,78.038
