Percentiles,Rainfall Values
1,0.042
2,0.059
3,0.116
4,0.204
5,0.357
6,0.576
7,0.689
8,0.82
9,0.909
10,0.959
11,1.052
12,1.226
13,1.515
14,1.749
15,1.815
16,1.872
17,2.149
18,2.285
19,2.34
20,2.397
21,2.474
22,2.554
23,2.577
24,2.617
25,2.827
26,2.909
27,2.976
28,3.073
29,3.157
30,3.311
31,3.353
32,3.434
33,3.473
34,3.519
35,3.615
36,3.647
37,3.797
38,3.819
39,4.032
40,4.142
41,4.248
42,4.357
43,4.44
44,4.526
45,4.544
46,4.627
47,4.669
48,5.027
49,5.066
50,5.107
51,5.142
52,5.472
53,5.484
54,5.603
55,5.676
56,5.879
57,6.013
58,6.137
59,6.271
60,6.301
61,6.334
62,6.346
63,6.382
64,6.627
65,6.727
66,7.128
67,7.21
68,7.347
69,7.763
70,7.998
71,8.12
72,8.229
73,8.403
74,8.867
75,9.277
76,9.604
77,9.702
78,9.936
79,10.089
80,10.202
81,10.574
82,11.29
83,12.032
84,12.332
85,12.781
86,12.948
87,13.274
88,13.826
89,15.271
90,17.088
91,17.479
92,18.232
93,19.877
94,20.705
95,21.271
96,22.243
97,23.005
98,26.629
99,54.682
