Percentiles,Rainfall Values
1,1.093
2,1.173
3,1.428
4,1.818
5,2.154
6,3.134
7,4.314
8,5.56
9,6.384
10,6.619
11,6.802
12,6.938
13,8.134
14,9.697
15,10.575
16,11.23
17,11.524
18,11.75
19,12.026
20,12.27
21,12.895
22,13.128
23,13.809
24,14.443
25,14.578
26,14.607
27,14.755
28,14.904
29,14.942
30,14.968
31,15.343
32,15.633
33,15.787
34,15.845
35,16.498
36,16.625
37,16.636
38,17.173
39,17.386
40,17.491
41,17.625
42,17.673
43,17.919
44,18.024
45,18.069
46,18.204
47,18.21
48,18.427
49,18.702
50,19.174
51,19.436
52,19.5
53,19.738
54,20.257
55,21.704
56,22.951
57,23.078
58,23.42
59,23.685
60,24.528
61,24.633
62,25.064
63,25.193
64,25.306
65,25.594
66,25.625
67,25.735
68,25.795
69,26.13
70,26.582
71,26.705
72,27.479
73,29.544
74,29.714
75,30.118
76,30.565
77,31.06
78,31.421
79,31.906
80,32.88
81,33.588
82,33.987
83,35.362
84,36.849
85,37.723
86,39.024
87,40.938
88,42.362
89,44.921
90,45.783
91,47.117
92,48.639
93,52.761
94,58.374
95,58.951
96,60.981
97,65.551
98,72.987
99,134.264
