Percentiles,Rainfall Values
1,0.402
2,0.528
3,0.663
4,0.886
5,1.138
6,1.734
7,2.542
8,3.08
9,3.366
10,3.552
11,3.796
12,4.315
13,5.335
14,5.85
15,5.961
16,6.324
17,6.832
18,7.106
19,7.297
20,7.39
21,8.038
22,8.333
23,8.505
24,8.648
25,8.683
26,8.705
27,8.841
28,9.122
29,9.218
30,9.536
31,9.638
32,9.665
33,9.891
34,10.171
35,10.224
36,10.5
37,10.846
38,10.969
39,10.98
40,10.996
41,11.055
42,11.332
43,11.458
44,11.466
45,11.597
46,11.927
47,12.034
48,12.097
49,12.269
50,12.392
51,12.781
52,12.826
53,12.867
54,13.138
55,13.361
56,13.66
57,14.367
58,14.419
59,14.563
60,14.819
61,15.594
62,15.689
63,16.082
64,16.214
65,16.62
66,16.887
67,16.987
68,17.31
69,17.85
70,18.728
71,19.01
72,19.05
73,19.166
74,19.685
75,20.537
76,20.618
77,20.781
78,20.852
79,20.974
80,21.314
81,21.873
82,22.249
83,23.146
84,24.541
85,25.627
86,26.782
87,27.241
88,29.103
89,32.329
90,33.451
91,34.217
92,35.878
93,37.811
94,39.65
95,40.478
96,43.356
97,47.677
98,50.824
99,97.963
