Percentiles,Rainfall Values
1,2.868
2,3.127
3,3.661
4,4.195
5,5.697
6,8.362
7,11.026
8,13.096
9,14.358
10,15.62
11,16.717
12,17.56
13,18.403
14,19
15,19.166
16,19.333
17,19.513
18,19.72
19,19.927
20,20.14
21,20.366
22,20.592
23,20.913
24,21.487
25,22.062
26,22.627
27,23.165
28,23.702
29,24.135
30,24.176
31,24.217
32,24.28
33,24.445
34,24.611
35,24.798
36,25.108
37,25.418
38,25.73
39,26.048
40,26.366
41,26.664
42,26.763
43,26.863
44,27.015
45,27.994
46,28.973
47,29.931
48,30.211
49,30.492
50,30.773
51,31.149
52,31.525
53,31.902
54,32.197
55,32.49
56,32.782
57,33.066
58,33.348
59,33.631
60,34.014
61,34.407
62,34.799
63,34.908
64,34.978
65,35.047
66,36.161
67,37.461
68,38.762
69,39
70,39.003
71,39.006
72,39.174
73,39.386
74,39.598
75,39.802
76,40.005
77,40.207
78,40.664
79,41.216
80,41.769
81,43.077
82,44.714
83,46.35
84,47.618
85,48.702
86,49.786
87,51.206
88,52.819
89,54.432
90,56.1
91,57.804
92,59.508
93,65.044
94,73.404
95,81.763
96,119.158
97,180.748
98,242.338
99,272.2
