Percentiles,Rainfall Values
1,1.152
2,1.336
3,1.716
4,2.095
5,2.959
6,4.403
7,5.847
8,7.362
9,8.971
10,10.58
11,11.627
12,11.81
13,11.993
14,12.137
15,12.213
16,12.288
17,12.425
18,12.684
19,12.942
20,13.123
21,13.125
22,13.128
23,13.264
24,13.754
25,14.245
26,14.645
27,14.763
28,14.881
29,15.032
30,15.308
31,15.584
32,15.812
33,15.826
34,15.84
35,15.922
36,16.382
37,16.842
38,17.274
39,17.502
40,17.73
41,17.94
42,17.97
43,18.001
44,18.053
45,18.43
46,18.808
47,19.18
48,19.361
49,19.542
50,19.724
51,19.881
52,20.038
53,20.194
54,20.66
55,21.135
56,21.61
57,22.044
58,22.475
59,22.906
60,23.142
61,23.359
62,23.576
63,23.869
64,24.172
65,24.476
66,24.539
67,24.559
68,24.578
69,24.744
70,24.943
71,25.141
72,25.203
73,25.228
74,25.253
75,25.585
76,26.016
77,26.447
78,26.585
79,26.614
80,26.643
81,27.642
82,29.063
83,30.483
84,31.538
85,32.408
86,33.279
87,34.2
88,35.148
89,36.096
90,37.353
91,38.809
92,40.266
93,45.155
94,52.574
95,59.992
96,86.597
97,129.192
98,171.786
99,192.438
