Percentiles,Rainfall Values
1,0.201
2,0.271
3,0.417
4,0.562
5,0.82
6,1.212
7,1.605
8,2.157
9,2.924
10,3.691
11,4.276
12,4.581
13,4.886
14,5.154
15,5.359
16,5.563
17,5.708
18,5.734
19,5.761
20,5.812
21,5.922
22,6.032
23,6.126
24,6.175
25,6.224
26,6.309
27,6.503
28,6.698
29,6.852
30,6.859
31,6.866
32,6.892
33,7.004
34,7.117
35,7.252
36,7.509
37,7.766
38,8.004
39,8.1
40,8.197
41,8.296
42,8.411
43,8.526
44,8.637
45,8.669
46,8.702
47,8.737
48,8.86
49,8.983
50,9.106
51,9.185
52,9.264
53,9.344
54,9.36
55,9.375
56,9.389
57,9.394
58,9.398
59,9.402
60,9.513
61,9.635
62,9.757
63,10.089
64,10.45
65,10.811
66,10.923
67,10.989
68,11.056
69,11.111
70,11.163
71,11.215
72,11.23
73,11.235
74,11.241
75,11.986
76,12.968
77,13.95
78,14.323
79,14.468
80,14.613
81,14.666
82,14.68
83,14.693
84,15.305
85,16.216
86,17.127
87,17.486
88,17.529
89,17.573
90,18.02
91,18.73
92,19.44
93,23.779
94,30.793
95,37.807
96,54.602
97,79.549
98,104.496
99,116.592
