Percentiles,Rainfall Values
1,4.364
2,4.598
3,5.08
4,5.562
5,7.643
6,11.643
7,15.642
8,18.178
9,18.726
10,19.274
11,20.243
12,21.861
13,23.479
14,24.544
15,24.643
16,24.743
17,24.879
18,25.091
19,25.302
20,25.45
21,25.451
22,25.453
23,25.638
24,26.314
25,26.989
26,27.567
27,27.841
28,28.115
29,28.608
30,29.916
31,31.224
32,32.343
33,32.611
34,32.879
35,33.169
36,33.575
37,33.981
38,34.339
39,34.347
40,34.356
41,34.412
42,34.946
43,35.48
44,36.012
45,36.507
46,37.003
47,37.495
48,37.904
49,38.312
50,38.721
51,38.818
52,38.915
53,39.012
54,39.088
55,39.164
56,39.239
57,40.343
58,41.513
59,42.683
60,43.331
61,43.927
62,44.524
63,44.769
64,44.965
65,45.161
66,46.27
67,47.543
68,48.815
69,49.205
70,49.399
71,49.594
72,49.747
73,49.888
74,50.03
75,50.723
76,51.593
77,52.463
78,52.97
79,53.341
80,53.713
81,55.198
82,57.169
83,59.139
84,59.935
85,60.145
86,60.354
87,62.173
88,64.911
89,67.649
90,69.705
91,71.317
92,72.929
93,79.486
94,89.686
95,99.886
96,144.958
97,219.091
98,293.224
99,329.167
