Percentiles,Rainfall Values
1,0.193
2,0.254
3,0.304
4,0.412
5,0.506
6,0.528
7,0.566
8,0.641
9,0.689
10,0.793
11,0.816
12,0.887
13,0.927
14,0.961
15,1.003
16,1.059
17,1.091
18,1.131
19,1.246
20,1.297
21,1.377
22,1.432
23,1.469
24,1.503
25,1.518
26,1.558
27,1.617
28,1.631
29,1.643
30,1.694
31,1.714
32,1.843
33,1.883
34,1.948
35,2.001
36,2.029
37,2.111
38,2.179
39,2.212
40,2.236
41,2.27
42,2.322
43,2.369
44,2.459
45,2.502
46,2.672
47,2.724
48,2.835
49,2.926
50,3.033
51,3.189
52,3.265
53,3.379
54,3.509
55,3.547
56,3.609
57,3.655
58,3.726
59,3.796
60,3.858
61,3.943
62,4.028
63,4.108
64,4.144
65,4.244
66,4.435
67,4.662
68,4.85
69,5.07
70,5.28
71,5.42
72,5.505
73,5.705
74,6.008
75,6.1
76,6.209
77,6.511
78,6.625
79,6.804
80,6.932
81,7.036
82,7.203
83,7.373
84,7.882
85,8.11
86,8.264
87,8.835
88,9.257
89,9.609
90,10.019
91,10.311
92,10.414
93,11.092
94,11.595
95,12.535
96,13.43
97,14.385
98,16.722
99,17.961
