Percentiles,Rainfall Values
1,5.399
2,6.095
3,6.995
4,7.478
5,7.815
6,8.112
7,8.966
8,9.706
9,10.104
10,10.364
11,10.979
12,11.271
13,11.707
14,11.992
15,12.497
16,12.734
17,13.278
18,13.751
19,14.427
20,14.63
21,15.198
22,16.011
23,16.33
24,16.647
25,17.677
26,18.329
27,18.638
28,19.051
29,19.26
30,19.835
31,19.992
32,20.381
33,20.679
34,21.261
35,21.531
36,22.045
37,22.416
38,22.885
39,23.346
40,23.914
41,24.201
42,24.483
43,24.849
44,25.397
45,25.618
46,26.166
47,26.727
48,27.445
49,27.619
50,28.149
51,29.374
52,29.785
53,30.812
54,31.385
55,32.886
56,33.67
57,34.422
58,34.792
59,35.118
60,35.797
61,37.241
62,37.815
63,38.417
64,39.019
65,39.83
66,40.057
67,41.232
68,41.386
69,42.771
70,43.61
71,44.32
72,44.7
73,45.058
74,45.157
75,45.562
76,46.028
77,47.157
78,49.473
79,50.083
80,51.094
81,52.268
82,54.019
83,55.658
84,56.178
85,57.297
86,58.683
87,59.275
88,59.867
89,61.545
90,63.755
91,65.382
92,68.297
93,70.746
94,75.546
95,78.124
96,82.89
97,88.623
98,90.681
99,94.653
