Percentiles,Rainfall Values
1,1.726
2,2.13
3,2.375
4,2.61
5,2.966
6,3.085
7,3.202
8,3.542
9,3.877
10,4.181
11,4.265
12,4.397
13,4.556
14,4.79
15,4.934
16,5.096
17,5.245
18,5.487
19,5.681
20,5.959
21,6.188
22,6.401
23,6.592
24,6.817
25,6.879
26,7.021
27,7.552
28,7.643
29,7.856
30,7.965
31,8.374
32,8.574
33,8.72
34,8.891
35,8.978
36,9.064
37,9.152
38,9.237
39,9.401
40,9.598
41,9.973
42,10.108
43,10.359
44,10.516
45,10.763
46,11.002
47,11.204
48,11.588
49,11.964
50,12.192
51,12.391
52,12.9
53,13.098
54,13.446
55,13.713
56,13.816
57,14.199
58,14.619
59,15.057
60,15.148
61,15.619
62,15.918
63,16.333
64,16.735
65,17.307
66,17.935
67,18.259
68,18.415
69,18.675
70,18.921
71,19.343
72,19.45
73,20.239
74,20.901
75,21.462
76,21.763
77,22.317
78,22.912
79,23.81
80,24.273
81,24.798
82,25.312
83,25.847
84,26.399
85,26.937
86,27.466
87,27.992
88,28.827
89,30.439
90,30.914
91,31.22
92,32.836
93,34.969
94,38.103
95,40.125
96,41.425
97,46.421
98,50.432
99,58.041
