Percentiles,Rainfall Values
1,0.324
2,0.413
3,0.453
4,0.539
5,0.64
6,0.893
7,1.153
8,1.299
9,1.711
10,2.045
11,2.277
12,2.556
13,2.688
14,2.741
15,2.86
16,3.605
17,4.016
18,4.256
19,4.359
20,4.366
21,4.589
22,4.829
23,5.147
24,5.367
25,5.507
26,5.623
27,5.785
28,5.831
29,6.002
30,6.233
31,6.316
32,6.378
33,6.422
34,6.647
35,6.744
36,6.772
37,6.838
38,6.987
39,7.036
40,7.04
41,7.101
42,7.595
43,7.639
44,7.757
45,7.943
46,7.968
47,8.332
48,8.396
49,8.397
50,8.627
51,8.627
52,8.647
53,8.819
54,8.909
55,9.027
56,9.047
57,9.077
58,9.164
59,9.471
60,9.816
61,10.1
62,10.28
63,11.073
64,11.347
65,11.535
66,11.809
67,12.029
68,12.588
69,12.833
70,12.892
71,13.102
72,13.487
73,13.962
74,14.546
75,14.584
76,14.717
77,15.098
78,15.464
79,15.81
80,15.865
81,15.962
82,16.407
83,17.386
84,18.678
85,19.448
86,20.414
87,22.479
88,23.301
89,23.986
90,25.199
91,25.413
92,25.589
93,28.943
94,33.749
95,34.613
96,35.513
97,38.726
98,45.15
99,81.765
