Percentiles,Rainfall Values
1,1.66
2,2.316
3,2.584
4,3.065
5,4.302
6,5.608
7,6.217
8,6.427
9,6.567
10,6.844
11,7.089
12,7.722
13,8.454
14,9.55
15,12.031
16,13.156
17,13.471
18,13.613
19,13.656
20,13.704
21,13.87
22,14.031
23,14.164
24,14.22
25,14.368
26,14.771
27,15.36
28,16.21
29,16.43
30,16.608
31,16.678
32,16.714
33,16.72
34,16.748
35,17.081
36,17.75
37,17.988
38,18.189
39,18.271
40,18.338
41,18.37
42,18.96
43,19.212
44,19.917
45,19.966
46,20.155
47,20.657
48,20.765
49,21.254
50,21.283
51,21.31
52,22.06
53,22.856
54,23.004
55,23.162
56,23.272
57,23.897
58,24.054
59,24.101
60,24.139
61,24.428
62,24.674
63,25.84
64,27.261
65,28.104
66,28.507
67,28.551
68,28.876
69,29.766
70,30.674
71,31.046
72,31.636
73,31.817
74,31.984
75,32.567
76,33.976
77,35.012
78,35.311
79,36.118
80,37.402
81,40.012
82,40.534
83,41.896
84,43.581
85,44.217
86,45.38
87,45.875
88,46.326
89,47.95
90,51.843
91,54.662
92,56.83
93,63.072
94,68.336
95,68.701
96,71.5
97,76.987
98,86.407
99,158.068
