Percentiles,Rainfall Values
1,0.474
2,0.621
3,0.721
4,0.764
5,0.923
6,1.205
7,1.486
8,1.925
9,2.622
10,2.972
11,3.142
12,3.264
13,3.532
14,4.554
15,5.179
16,5.521
17,5.924
18,6.211
19,6.438
20,6.645
21,6.823
22,6.918
23,6.964
24,7.03
25,7.209
26,7.401
27,7.61
28,7.827
29,7.927
30,7.994
31,8.009
32,8.009
33,8.187
34,8.262
35,8.347
36,8.432
37,8.529
38,8.766
39,8.806
40,9.005
41,9.087
42,9.3
43,9.672
44,9.871
45,9.885
46,10.083
47,10.216
48,10.228
49,10.266
50,10.677
51,10.678
52,10.767
53,10.897
54,10.98
55,11.268
56,11.314
57,11.644
58,11.795
59,11.814
60,11.899
61,12.155
62,13.242
63,13.65
64,14.147
65,14.444
66,14.473
67,14.664
68,15.208
69,15.326
70,15.897
71,16.647
72,16.999
73,17.546
74,17.72
75,18.217
76,18.336
77,18.407
78,18.484
79,18.685
80,18.87
81,19.406
82,20.491
83,21.048
84,21.744
85,22.666
86,24.135
87,25.029
88,26.699
89,27.71
90,28.459
91,28.835
92,30.175
93,35.839
94,41.271
95,41.366
96,43.096
97,45.699
98,52.489
99,94.019
