Percentiles,Rainfall Values
1,0.104
2,0.114
3,0.13
4,0.18
5,0.341
6,0.507
7,0.556
8,0.725
9,0.903
10,0.947
11,0.985
12,1.047
13,1.081
14,1.167
15,1.265
16,1.369
17,1.486
18,1.64
19,1.739
20,1.803
21,2.207
22,2.398
23,2.548
24,2.925
25,3.132
26,3.164
27,3.17
28,3.188
29,3.232
30,3.313
31,3.414
32,3.505
33,3.587
34,3.62
35,3.809
36,3.875
37,4.004
38,4.041
39,4.052
40,4.318
41,4.387
42,4.408
43,4.532
44,4.541
45,4.58
46,4.59
47,4.605
48,4.728
49,4.938
50,4.986
51,5.172
52,5.266
53,5.306
54,5.312
55,5.46
56,5.761
57,5.786
58,5.799
59,5.826
60,5.916
61,6.249
62,6.49
63,6.515
64,6.579
65,6.863
66,6.986
67,7.22
68,7.406
69,7.749
70,8.651
71,8.873
72,9.046
73,9.31
74,9.377
75,9.404
76,9.573
77,10.223
78,10.793
79,11.059
80,11.282
81,11.902
82,12.256
83,12.519
84,12.755
85,13.414
86,14.838
87,15.525
88,15.877
89,16.154
90,17.622
91,20.098
92,21.349
93,21.418
94,22.572
95,24.005
96,24.961
97,26.86
98,30.36
99,56.883
