Percentiles,Rainfall Values
1,1.051
2,1.389
3,1.664
4,1.809
5,2.148
6,2.409
7,2.475
8,3.287
9,4.045
10,4.361
11,4.513
12,5.015
13,5.422
14,6.747
15,8.428
16,9.138
17,9.584
18,9.931
19,10.141
20,10.31
21,10.487
22,10.569
23,10.638
24,10.66
25,10.682
26,10.82
27,10.863
28,11.049
29,11.264
30,11.369
31,11.394
32,11.429
33,11.497
34,11.96
35,12.055
36,12.107
37,12.303
38,12.452
39,12.55
40,12.923
41,13.443
42,13.491
43,13.599
44,13.8
45,13.979
46,14.088
47,14.202
48,14.407
49,14.661
50,14.68
51,15.075
52,15.528
53,15.557
54,15.589
55,15.611
56,15.761
57,16.187
58,17.457
59,17.699
60,17.736
61,17.757
62,17.826
63,18.214
64,18.429
65,19.185
66,19.375
67,20.006
68,20.32
69,21.279
70,21.435
71,21.792
72,22.86
73,23.525
74,23.603
75,23.683
76,23.881
77,24.275
78,24.99
79,25.87
80,26.442
81,26.757
82,27.585
83,29.022
84,30.317
85,32.291
86,32.773
87,33.431
88,34.575
89,34.843
90,36.672
91,39.259
92,42.45
93,49.424
94,53.809
95,54.278
96,55.339
97,57.05
98,65.619
99,114.722
