Percentiles,Rainfall Values
1,2.638
2,3.187
3,4.321
4,5.454
5,6.11
6,6.194
7,6.279
8,7.276
9,9.511
10,11.747
11,13.248
12,13.62
13,13.992
14,14.25
15,14.312
16,14.374
17,14.634
18,15.293
19,15.951
20,16.413
21,16.421
22,16.429
23,16.454
24,16.526
25,16.597
26,16.654
27,16.665
28,16.675
29,16.716
30,16.866
31,17.016
32,17.191
33,17.478
34,17.765
35,18.026
36,18.137
37,18.248
38,18.372
39,18.591
40,18.811
41,19.04
42,19.355
43,19.67
44,19.97
45,20.035
46,20.1
47,20.169
48,20.368
49,20.568
50,20.767
51,20.929
52,21.092
53,21.254
54,21.273
55,21.288
56,21.302
57,21.828
58,22.388
59,22.947
60,23.046
61,23.099
62,23.152
63,23.18
64,23.205
65,23.229
66,23.478
67,23.767
68,24.056
69,24.926
70,25.925
71,26.923
72,27.491
73,27.943
74,28.395
75,28.77
76,29.12
77,29.471
78,30.1
79,30.833
80,31.567
81,32.528
82,33.589
83,34.65
84,36.163
85,37.901
86,39.639
87,41.307
88,42.935
89,44.564
90,46.191
91,47.817
92,49.444
93,51.879
94,54.909
95,57.939
96,89.109
97,143.729
98,198.349
99,224.831
