Percentiles,Rainfall Values
1,1.167
2,1.261
3,1.454
4,1.647
5,1.926
6,2.309
7,2.692
8,3.501
9,4.891
10,6.28
11,7.143
12,7.196
13,7.248
14,7.313
15,7.4
16,7.486
17,7.628
18,7.881
19,8.134
20,8.319
21,8.347
22,8.375
23,8.462
24,8.702
25,8.943
26,9.13
27,9.149
28,9.168
29,9.223
30,9.413
31,9.603
32,9.771
33,9.843
34,9.916
35,10.006
36,10.201
37,10.395
38,10.579
39,10.688
40,10.797
41,10.906
42,11.015
43,11.124
44,11.234
45,11.361
46,11.489
47,11.617
48,11.75
49,11.883
50,12.016
51,12.41
52,12.805
53,13.199
54,13.222
55,13.233
56,13.244
57,13.38
58,13.525
59,13.669
60,13.879
61,14.095
62,14.312
63,14.7
64,15.113
65,15.525
66,15.722
67,15.88
68,16.037
69,16.148
70,16.249
71,16.35
72,16.564
73,16.809
74,17.054
75,17.166
76,17.236
77,17.306
78,17.847
79,18.564
80,19.282
81,19.689
82,19.961
83,20.233
84,20.352
85,20.395
86,20.438
87,20.582
88,20.784
89,20.986
90,22.736
91,25.492
92,28.248
93,32.797
94,38.668
95,44.538
96,63.503
97,93.38
98,123.256
99,137.742
