Percentiles,Rainfall Values
1,0.441
2,0.478
3,0.554
4,0.63
5,0.774
6,1.001
7,1.227
8,1.734
9,2.619
10,3.505
11,4.084
12,4.192
13,4.3
14,4.405
15,4.508
16,4.611
17,4.774
18,5.057
19,5.341
20,5.55
21,5.587
22,5.623
23,5.666
24,5.724
25,5.781
26,5.843
27,5.916
28,5.989
29,6.066
30,6.158
31,6.25
32,6.351
33,6.492
34,6.634
35,6.772
36,6.888
37,7.005
38,7.128
39,7.303
40,7.478
41,7.647
42,7.757
43,7.866
44,7.976
45,8.1
46,8.223
47,8.346
48,8.44
49,8.533
50,8.627
51,8.633
52,8.638
53,8.644
54,8.699
55,8.756
56,8.813
57,8.843
58,8.872
59,8.901
60,9.065
61,9.242
62,9.419
63,9.54
64,9.654
65,9.768
66,10.262
67,10.825
68,11.388
69,11.607
70,11.751
71,11.895
72,12.084
73,12.285
74,12.486
75,12.752
76,13.037
77,13.323
78,13.674
79,14.049
80,14.424
81,14.722
82,14.985
83,15.249
84,15.436
85,15.586
86,15.735
87,15.867
88,15.989
89,16.111
90,17.588
91,19.945
92,22.302
93,25.823
94,30.201
95,34.58
96,50.754
97,76.759
98,102.764
99,115.372
