Percentiles,Rainfall Values
1,0.731
2,0.779
3,0.877
4,0.975
5,1.199
6,1.574
7,1.948
8,2.709
9,3.992
10,5.276
11,6.139
12,6.353
13,6.568
14,6.724
15,6.78
16,6.835
17,6.883
18,6.917
19,6.951
20,6.982
21,7.007
22,7.032
23,7.069
24,7.139
25,7.209
26,7.343
27,7.675
28,8.008
29,8.282
30,8.34
31,8.397
32,8.45
33,8.482
34,8.515
35,8.57
36,8.751
37,8.933
38,9.125
39,9.385
40,9.645
41,9.888
42,9.957
43,10.026
44,10.094
45,10.136
46,10.179
47,10.22
48,10.223
49,10.225
50,10.228
51,10.448
52,10.668
53,10.888
54,11.014
55,11.137
56,11.26
57,11.275
58,11.284
59,11.293
60,11.514
61,11.756
62,11.998
63,12.478
64,12.992
65,13.505
66,13.828
67,14.116
68,14.405
69,14.483
70,14.515
71,14.547
72,14.731
73,14.955
74,15.179
75,15.573
76,16.022
77,16.472
78,16.829
79,17.152
80,17.475
81,17.77
82,18.052
83,18.334
84,18.472
85,18.537
86,18.603
87,18.669
88,18.734
89,18.8
90,20.527
91,23.334
92,26.14
93,30.686
94,36.513
95,42.34
96,60.379
97,88.595
98,116.81
99,130.49
