Percentiles,Rainfall Values
1,2.305
2,2.543
3,3.033
4,3.523
5,4.017
6,4.516
7,5.016
8,6.018
9,7.702
10,9.386
11,10.515
12,10.788
13,11.061
14,11.328
15,11.584
16,11.84
17,12.149
18,12.565
19,12.98
20,13.301
21,13.408
22,13.514
23,13.608
24,13.665
25,13.723
26,13.769
27,13.781
28,13.793
29,13.935
30,14.561
31,15.188
32,15.769
33,16.152
34,16.534
35,16.875
36,16.989
37,17.103
38,17.209
39,17.258
40,17.307
41,17.367
42,17.534
43,17.701
44,17.861
45,17.914
46,17.966
47,18.018
48,18.052
49,18.085
50,18.119
51,18.173
52,18.228
53,18.282
54,18.358
55,18.435
56,18.511
57,18.646
58,18.785
59,18.923
60,19.051
61,19.177
62,19.304
63,19.707
64,20.149
65,20.59
66,20.849
67,21.075
68,21.301
69,22.464
70,23.834
71,25.205
72,25.509
73,25.526
74,25.542
75,25.819
76,26.179
77,26.54
78,26.953
79,27.386
80,27.82
81,28.023
82,28.127
83,28.23
84,29.505
85,31.365
86,33.225
87,34.162
88,34.572
89,34.982
90,36.276
91,38.147
92,40.017
93,43.791
94,48.969
95,54.147
96,78.94
97,120.079
98,161.218
99,181.164
