Percentiles,Rainfall Values
1,7.419
2,7.419
3,7.431
4,7.63
5,7.829
6,8.028
7,8.228
8,8.427
9,8.599
10,8.645
11,8.69
12,8.736
13,8.781
14,8.827
15,9.033
16,9.623
17,10.213
18,10.803
19,11.393
20,11.983
21,12.392
22,12.543
23,12.694
24,12.845
25,12.996
26,13.147
27,13.449
28,13.885
29,14.322
30,14.758
31,15.195
32,15.631
33,15.849
34,15.949
35,16.049
36,16.148
37,16.248
38,16.348
39,16.468
40,16.594
41,16.721
42,16.847
43,16.974
44,17.1
45,17.376
46,17.672
47,17.969
48,18.265
49,18.561
50,18.857
51,19.082
52,19.307
53,19.533
54,19.758
55,19.983
56,20.184
57,20.201
58,20.218
59,20.234
60,20.251
61,20.268
62,20.471
63,21.278
64,22.085
65,22.892
66,23.7
67,24.507
68,25.619
69,27.291
70,28.963
71,30.635
72,32.307
73,33.979
74,34.864
75,34.864
76,34.864
77,34.864
78,34.864
79,34.864
80,38.187
81,43.835
82,49.484
83,55.132
84,60.781
85,66.43
86,68.21
87,68.379
88,68.548
89,68.717
90,68.886
91,69.055
92,78.741
93,90.465
94,102.19
95,113.915
96,125.64
97,137.364
98,138.054
99,138.054
