Percentiles,Rainfall Values
1,2.373
2,2.373
3,2.373
4,2.376
5,2.38
6,2.383
7,2.386
8,2.389
9,2.4
10,2.448
11,2.496
12,2.544
13,2.592
14,2.639
15,2.745
16,2.991
17,3.237
18,3.482
19,3.728
20,3.974
21,4.188
22,4.357
23,4.526
24,4.696
25,4.865
26,5.034
27,5.201
28,5.364
29,5.528
30,5.691
31,5.855
32,6.018
33,6.109
34,6.159
35,6.21
36,6.26
37,6.311
38,6.361
39,6.465
40,6.585
41,6.705
42,6.825
43,6.945
44,7.065
45,7.134
46,7.195
47,7.257
48,7.319
49,7.381
50,7.443
51,7.53
52,7.616
53,7.703
54,7.789
55,7.876
56,7.954
57,7.973
58,7.993
59,8.012
60,8.031
61,8.05
62,8.184
63,8.69
64,9.197
65,9.703
66,10.209
67,10.715
68,11.277
69,11.939
70,12.601
71,13.263
72,13.925
73,14.587
74,14.938
75,14.938
76,14.938
77,14.938
78,14.938
79,14.938
80,16.439
81,18.99
82,21.542
83,24.093
84,26.645
85,29.197
86,30.048
87,30.192
88,30.335
89,30.479
90,30.622
91,30.766
92,35.22
93,40.598
94,45.976
95,51.354
96,56.733
97,62.111
98,62.427
99,62.427
