Percentiles,Rainfall Values
1,4.927
2,4.927
3,4.932
4,5.024
5,5.115
6,5.207
7,5.298
8,5.39
9,5.469
10,5.489
11,5.509
12,5.529
13,5.549
14,5.57
15,5.718
16,6.174
17,6.629
18,7.085
19,7.54
20,7.996
21,8.345
22,8.541
23,8.738
24,8.934
25,9.13
26,9.327
27,9.595
28,9.926
29,10.258
30,10.589
31,10.92
32,11.252
33,11.381
34,11.4
35,11.418
36,11.437
37,11.455
38,11.474
39,11.615
40,11.795
41,11.974
42,12.153
43,12.333
44,12.512
45,12.706
46,12.902
47,13.098
48,13.295
49,13.491
50,13.687
51,13.801
52,13.915
53,14.03
54,14.144
55,14.258
56,14.364
57,14.407
58,14.449
59,14.492
60,14.535
61,14.577
62,14.77
63,15.45
64,16.13
65,16.809
66,17.489
67,18.169
68,19.001
69,20.113
70,21.224
71,22.336
72,23.447
73,24.559
74,25.147
75,25.147
76,25.147
77,25.147
78,25.147
79,25.147
80,27.552
81,31.64
82,35.728
83,39.816
84,43.904
85,47.993
86,49.386
87,49.658
88,49.929
89,50.2
90,50.471
91,50.742
92,57.783
93,66.274
94,74.766
95,83.257
96,91.748
97,100.24
98,100.739
99,100.739
