Percentiles,Rainfall Values
1,24.416
2,24.416
3,24.491
4,25.762
5,27.033
6,28.305
7,29.576
8,30.847
9,31.986
10,32.507
11,33.028
12,33.549
13,34.069
14,34.59
15,35.136
16,35.74
17,36.345
18,36.949
19,37.554
20,38.158
21,38.947
22,39.999
23,41.051
24,42.104
25,43.156
26,44.208
27,44.882
28,45.221
29,45.56
30,45.899
31,46.238
32,46.576
33,47.646
34,49.114
35,50.582
36,52.05
37,53.518
38,54.986
39,55.35
40,55.375
41,55.399
42,55.424
43,55.448
44,55.473
45,55.637
46,55.82
47,56.002
48,56.185
49,56.367
50,56.55
51,58.36
52,60.169
53,61.979
54,63.789
55,65.598
56,67.205
57,67.288
58,67.372
59,67.455
60,67.539
61,67.622
62,67.926
63,68.946
64,69.967
65,70.987
66,72.007
67,73.028
68,75.5
69,80.635
70,85.769
71,90.904
72,96.038
73,101.173
74,103.891
75,103.891
76,103.891
77,103.891
78,103.891
79,103.891
80,112.243
81,126.442
82,140.641
83,154.84
84,169.039
85,183.238
86,188.661
87,190.429
88,192.196
89,193.963
90,195.73
91,197.497
92,218.786
93,244.259
94,269.732
95,295.204
96,320.677
97,346.15
98,347.648
99,347.648
