Percentiles,Rainfall Values
1,0.179
2,0.179
3,0.179
4,0.184
5,0.19
6,0.195
7,0.2
8,0.205
9,0.213
10,0.236
11,0.259
12,0.281
13,0.304
14,0.327
15,0.355
16,0.398
17,0.44
18,0.482
19,0.524
20,0.566
21,0.622
22,0.697
23,0.771
24,0.846
25,0.921
26,0.996
27,1.053
28,1.096
29,1.138
30,1.18
31,1.223
32,1.265
33,1.306
34,1.346
35,1.387
36,1.427
37,1.467
38,1.508
39,1.522
40,1.528
41,1.533
42,1.539
43,1.545
44,1.551
45,1.584
46,1.62
47,1.657
48,1.693
49,1.73
50,1.766
51,1.793
52,1.82
53,1.847
54,1.874
55,1.901
56,1.929
57,1.96
58,1.992
59,2.023
60,2.054
61,2.086
62,2.158
63,2.363
64,2.568
65,2.772
66,2.977
67,3.182
68,3.361
69,3.493
70,3.625
71,3.757
72,3.89
73,4.022
74,4.092
75,4.092
76,4.092
77,4.092
78,4.092
79,4.092
80,4.583
81,5.419
82,6.254
83,7.089
84,7.924
85,8.759
86,9.1
87,9.235
88,9.37
89,9.505
90,9.64
91,9.775
92,11.146
93,12.782
94,14.418
95,16.053
96,17.689
97,19.325
98,19.421
99,19.421
