Percentiles,Rainfall Values
1,2.301
2,2.301
3,2.318
4,2.612
5,2.905
6,3.199
7,3.493
8,3.786
9,4.037
10,4.091
11,4.144
12,4.198
13,4.251
14,4.304
15,4.463
16,4.876
17,5.289
18,5.702
19,6.115
20,6.528
21,6.837
22,6.997
23,7.157
24,7.317
25,7.477
26,7.637
27,7.745
28,7.806
29,7.868
30,7.929
31,7.991
32,8.052
33,8.177
34,8.337
35,8.497
36,8.656
37,8.816
38,8.975
39,9.089
40,9.188
41,9.287
42,9.386
43,9.485
44,9.584
45,9.981
46,10.417
47,10.853
48,11.29
49,11.726
50,12.162
51,12.473
52,12.785
53,13.096
54,13.408
55,13.719
56,13.998
57,14.028
58,14.058
59,14.088
60,14.119
61,14.149
62,14.232
63,14.484
64,14.737
65,14.99
66,15.243
67,15.496
68,16.222
69,17.816
70,19.409
71,21.002
72,22.595
73,24.189
74,25.032
75,25.032
76,25.032
77,25.032
78,25.032
79,25.032
80,28.703
81,34.942
82,41.182
83,47.422
84,53.662
85,59.902
86,62.343
87,63.202
88,64.06
89,64.919
90,65.778
91,66.636
92,71.997
93,78.322
94,84.647
95,90.973
96,97.298
97,103.623
98,103.995
99,103.995
