Percentiles,Rainfall Values
1,1.589
2,1.589
3,1.59
4,1.612
5,1.633
6,1.655
7,1.676
8,1.697
9,1.72
10,1.746
11,1.772
12,1.799
13,1.825
14,1.851
15,1.927
16,2.119
17,2.311
18,2.504
19,2.696
20,2.889
21,3.059
22,3.198
23,3.337
24,3.476
25,3.615
26,3.754
27,3.825
28,3.838
29,3.85
30,3.862
31,3.874
32,3.887
33,3.992
34,4.149
35,4.305
36,4.461
37,4.618
38,4.774
39,4.919
40,5.06
41,5.201
42,5.342
43,5.482
44,5.623
45,5.667
46,5.698
47,5.729
48,5.759
49,5.79
50,5.821
51,5.975
52,6.128
53,6.282
54,6.436
55,6.589
56,6.729
57,6.767
58,6.805
59,6.843
60,6.88
61,6.918
62,7.058
63,7.528
64,7.999
65,8.47
66,8.941
67,9.411
68,10.155
69,11.4
70,12.644
71,13.889
72,15.134
73,16.378
74,17.037
75,17.037
76,17.037
77,17.037
78,17.037
79,17.037
80,19.037
81,22.436
82,25.835
83,29.235
84,32.634
85,36.033
86,37.2
87,37.436
88,37.672
89,37.908
90,38.144
91,38.38
92,40.964
93,44.05
94,47.136
95,50.222
96,53.308
97,56.394
98,56.576
99,56.576
