Percentiles,Rainfall Values
1,7.389
2,7.389
3,7.475
4,8.937
5,10.399
6,11.861
7,13.323
8,14.785
9,16.002
10,16.075
11,16.148
12,16.221
13,16.294
14,16.367
15,16.857
16,18.35
17,19.843
18,21.336
19,22.829
20,24.322
21,25.283
22,25.483
23,25.684
24,25.884
25,26.085
26,26.286
27,26.878
28,27.818
29,28.757
30,29.697
31,30.637
32,31.577
33,31.987
34,32.109
35,32.23
36,32.351
37,32.472
38,32.593
39,32.982
40,33.452
41,33.922
42,34.393
43,34.863
44,35.334
45,36.478
46,37.711
47,38.945
48,40.179
49,41.412
50,42.646
51,42.648
52,42.65
53,42.653
54,42.655
55,42.657
56,42.708
57,43.12
58,43.532
59,43.945
60,44.357
61,44.77
62,45.904
63,49.386
64,52.868
65,56.35
66,59.831
67,63.313
68,66.62
69,69.607
70,72.593
71,75.58
72,78.566
73,81.553
74,83.134
75,83.134
76,83.134
77,83.134
78,83.134
79,83.134
80,86.806
81,93.048
82,99.29
83,105.533
84,111.775
85,118.017
86,120.92
87,122.431
88,123.942
89,125.454
90,126.965
91,128.476
92,143.285
93,160.942
94,178.6
95,196.258
96,213.916
97,231.573
98,232.612
99,232.612
