Percentiles,Rainfall Values
1,11.592
2,11.592
3,11.658
4,12.785
5,13.912
6,15.039
7,16.166
8,17.293
9,18.547
10,20.394
11,22.241
12,24.088
13,25.934
14,27.781
15,29.177
16,29.491
17,29.805
18,30.119
19,30.433
20,30.746
21,31.189
22,31.816
23,32.442
24,33.069
25,33.696
26,34.322
27,35.102
28,36.019
29,36.935
30,37.852
31,38.768
32,39.685
33,40.948
34,42.399
35,43.851
36,45.303
37,46.755
38,48.207
39,48.616
40,48.705
41,48.793
42,48.881
43,48.969
44,49.058
45,49.203
46,49.356
47,49.509
48,49.662
49,49.815
50,49.968
51,50.118
52,50.268
53,50.418
54,50.568
55,50.719
56,51.277
57,54.9
58,58.522
59,62.145
60,65.767
61,69.39
62,72.273
63,72.751
64,73.23
65,73.708
66,74.187
67,74.665
68,76.483
69,80.754
70,85.026
71,89.298
72,93.57
73,97.841
74,100.103
75,100.103
76,100.103
77,100.103
78,100.103
79,100.103
80,102.315
81,106.075
82,109.834
83,113.594
84,117.354
85,121.114
86,123.51
87,125.337
88,127.164
89,128.991
90,130.818
91,132.645
92,152.516
93,176.255
94,199.994
95,223.732
96,247.471
97,271.21
98,272.606
99,272.606
