Percentiles,Rainfall Values
1,3.394
2,3.394
3,3.435
4,4.14
5,4.845
6,5.549
7,6.254
8,6.959
9,7.582
10,7.823
11,8.064
12,8.306
13,8.547
14,8.789
15,9.167
16,9.875
17,10.582
18,11.29
19,11.997
20,12.705
21,13.188
22,13.352
23,13.515
24,13.679
25,13.843
26,14.006
27,14.181
28,14.365
29,14.55
30,14.734
31,14.918
32,15.103
33,15.592
34,16.248
35,16.904
36,17.559
37,18.215
38,18.871
39,19.178
40,19.379
41,19.579
42,19.78
43,19.98
44,20.18
45,20.302
46,20.414
47,20.525
48,20.636
49,20.748
50,20.859
51,20.939
52,21.019
53,21.1
54,21.18
55,21.26
56,21.351
57,21.517
58,21.683
59,21.85
60,22.016
61,22.183
62,22.422
63,22.897
64,23.372
65,23.847
66,24.322
67,24.797
68,26.113
69,28.972
70,31.831
71,34.69
72,37.549
73,40.408
74,41.922
75,41.922
76,41.922
77,41.922
78,41.922
79,41.922
80,46.73
81,54.903
82,63.075
83,71.248
84,79.421
85,87.594
86,90.184
87,90.447
88,90.71
89,90.973
90,91.236
91,91.499
92,100.05
93,110.377
94,120.705
95,131.032
96,141.359
97,151.687
98,152.294
99,152.294
