Percentiles,Rainfall Values
1,0.466
2,0.466
3,0.769
4,1.045
5,1.689
6,2.677
7,3.363
8,3.369
9,3.545
10,3.917
11,4.197
12,4.647
13,4.947
14,5.465
15,5.983
16,6.37
17,6.424
18,7.133
19,7.592
20,8.085
21,8.588
22,8.663
23,9.131
24,9.232
25,9.419
26,9.517
27,9.517
28,9.532
29,9.709
30,9.881
31,10.139
32,10.276
33,10.449
34,10.67
35,11.067
36,11.313
37,11.396
38,11.567
39,12.164
40,12.259
41,12.382
42,12.673
43,12.806
44,13.209
45,13.701
46,13.742
47,13.835
48,13.856
49,14.036
50,14.155
51,14.229
52,14.359
53,14.535
54,14.663
55,14.719
56,15.089
57,15.231
58,15.277
59,15.885
60,16.544
61,16.684
62,16.804
63,16.955
64,17.175
65,17.2
66,17.661
67,18.158
68,18.298
69,18.426
70,18.609
71,19
72,19.677
73,19.929
74,20.438
75,21.266
76,21.71
77,21.853
78,22.757
79,23.091
80,23.864
81,24.528
82,25.147
83,26.194
84,26.724
85,27.032
86,28.484
87,29.729
88,31.226
89,32.947
90,35.016
91,35.016
92,35.016
93,36.382
94,40.416
95,40.906
96,42.862
97,49.594
98,53.966
99,65.264
