Percentiles,Rainfall Values
1,3.646
2,4.62
3,5.24
4,5.704
5,6.586
6,7.014
7,7.394
8,7.7
9,8.078
10,8.85
11,9.052
12,9.309
13,9.888
14,10.044
15,10.228
16,10.733
17,11.157
18,11.428
19,11.759
20,12.12
21,12.239
22,12.52
23,13.015
24,13.26
25,13.539
26,13.955
27,14.219
28,14.629
29,14.924
30,15.127
31,15.343
32,15.566
33,15.857
34,15.978
35,16.2
36,16.47
37,16.675
38,16.997
39,17.31
40,17.651
41,17.835
42,18.186
43,18.315
44,18.418
45,18.969
46,19.26
47,19.456
48,19.887
49,20.199
50,20.966
51,21.185
52,21.83
53,21.919
54,22.759
55,23.594
56,24.29
57,24.413
58,25.027
59,25.378
60,25.613
61,25.993
62,26.53
63,26.651
64,27.426
65,28.082
66,28.581
67,29.057
68,29.763
69,30.12
70,30.632
71,31.568
72,31.997
73,32.682
74,32.918
75,33.175
76,33.752
77,34.249
78,35.208
79,35.857
80,36.626
81,37.212
82,38.135
83,38.766
84,39.172
85,39.713
86,40.631
87,41.411
88,42.587
89,44.08
90,44.593
91,45.984
92,46.479
93,48.098
94,51.009
95,53.073
96,58.158
97,61.713
98,65.898
99,75.538
