Percentiles,Rainfall Values
1,6.373
2,7.62
3,8.763
4,9.214
5,10.265
6,11.004
7,11.304
8,11.905
9,12.228
10,13.218
11,13.668
12,13.914
13,14.4
14,14.663
15,15.305
16,16.013
17,16.363
18,16.877
19,17.318
20,17.708
21,18.111
22,18.367
23,18.891
24,19.443
25,19.869
26,20.245
27,20.604
28,21.084
29,21.598
30,21.736
31,21.907
32,22.147
33,22.608
34,22.792
35,23.608
36,23.982
37,24.272
38,24.522
39,24.82
40,25.012
41,25.336
42,25.725
43,26.075
44,26.324
45,27.019
46,27.617
47,27.936
48,28.118
49,28.433
50,29.229
51,29.789
52,31.231
53,31.774
54,31.977
55,32.973
56,33.787
57,34.198
58,34.593
59,35.065
60,35.78
61,36.307
62,36.831
63,37.227
64,38.387
65,38.813
66,39.908
67,40.651
68,41.225
69,41.85
70,42.27
71,42.91
72,44.518
73,44.987
74,45.185
75,45.638
76,46.238
77,47.143
78,48.087
79,48.988
80,50.308
81,51.077
82,52.277
83,53.153
84,53.645
85,54.023
86,55.224
87,56.019
88,57.961
89,60.219
90,60.721
91,61.852
92,63.639
93,64.838
94,70.402
95,72.995
96,77.649
97,83.547
98,87.387
99,99.038
