WT_code,Count
11111,0
11112,615262
11120,87451
11211,0
11212,430400
11220,34384
11230,292
12111,0
12112,117771
12113,10
12120,44712
12130,1197
12211,0
12212,75870
12213,47
12221,0
12222,22441
12230,443
13111,0
13112,83754
13113,2
13120,50964
13211,0
13212,47959
13220,22522
13230,635
13311,0
13312,1
13320,2
14111,0
14112,43075
14113,1
14120,37001
14211,0
14212,11250
14213,4
14221,0
14222,8293
14223,1
14230,367
14311,0
14312,0
14320,1
21111,0
21112,458098
21113,144
21120,97160
21130,2475
21211,0
21212,189752
21213,0
21220,26107
21230,401
21311,0
21312,67
21320,0
22111,0
22112,137718
22113,4
22120,77909
22130,3259
22211,0
22212,48573
22213,0
22220,23823
22230,595
22311,0
22312,4
22320,0
23110,88295
23120,80302
23130,5023
23211,0
23212,29122
23213,0
23221,0
23222,25106
23230,947
23311,0
23312,0
23320,0
24110,20363
24120,31036
24130,2929
24211,0
24212,3155
24213,0
24221,0
24222,5806
24223,0
24230,557
24311,0
24312,0
24320,0
31111,0
31112,361116
31113,55
31121,53810
31122,59
31131,1688
31132,3
31140,139
31211,0
31212,126312
31213,1
31220,13038
31230,234
31240,30
31311,0
31312,30
31320,0
32111,0
32112,54547
32113,0
32120,34692
32130,1717
32140,259
32211,0
32212,13604
32213,0
32221,0
32222,6135
32230,189
32240,28
32311,0
32312,2
32320,0
33110,49405
33120,71960
33130,6733
33211,0
33212,8257
33220,9835
33230,671
33311,0
33312,0
33321,0
33322,0
34110,15239
34120,40071
34130,5796
34210,1743
34220,4411
34230,500
34310,0
34320,0
35100,6726
35200,517
35300,0
41111,0
41112,368098
41113,20
41121,22504
41122,34
41131,822
41132,1
41141,66
41142,0
41211,0
41212,102577
41213,0
41221,0
41222,5217
41223,0
41230,105
41240,7
41311,0
41312,20
41313,0
41320,0
42111,0
42112,31949
42113,0
42120,28311
42130,2976
42140,493
42211,0
42212,4703
42213,0
42221,0
42222,3238
42223,0
42230,303
42240,30
42311,0
42312,0
42321,0
42322,0
43110,10431
43120,35179
43130,5551
43141,1091
43142,0
43211,0
43212,929
43220,2677
43230,440
43240,60
43311,0
43312,0
43320,0
44110,2664
44120,16926
44130,3451
44140,567
44210,273
44220,1224
44230,237
44240,43
44310,0
44320,0
45100,1887
45200,114
45300,0
