WT_code,Count
11111,0
11112,1150150
11120,179133
11211,0
11212,563715
11220,75627
11230,842
12111,0
12112,143238
12113,90
12120,54031
12130,519
12211,0
12212,82577
12213,28
12221,0
12222,32111
12230,644
13111,0
13112,117105
13113,32
13120,64432
13211,0
13212,57693
13220,27994
13230,568
13311,0
13312,4
13320,2
14111,0
14112,113732
14113,17
14120,109848
14211,0
14212,27383
14213,13
14221,0
14222,17193
14223,2
14230,158
14311,0
14312,1
14320,0
21111,0
21112,292423
21113,46
21120,100883
21130,2569
21211,0
21212,94808
21213,0
21220,22352
21230,304
21311,0
21312,51
21320,2
22111,0
22112,85396
22113,12
22120,51449
22130,625
22211,0
22212,23770
22213,0
22220,14038
22230,195
22311,0
22312,2
22320,0
23110,91642
23120,66982
23130,579
23211,0
23212,17740
23213,0
23221,0
23222,14283
23230,233
23311,0
23312,1
23320,1
24110,53827
24120,72918
24130,395
24211,0
24212,4600
24213,0
24221,0
24222,7670
24223,0
24230,113
24311,0
24312,0
24320,0
31111,0
31112,200319
31113,16
31121,48930
31122,10
31131,2601
31132,0
31140,48
31211,0
31212,46004
31213,0
31220,8012
31230,203
31240,1
31311,0
31312,14
31320,0
32111,0
32112,79931
32113,0
32120,34470
32130,773
32140,12
32211,0
32212,14695
32213,0
32221,0
32222,5593
32230,102
32240,1
32311,0
32312,1
32320,0
33110,78429
33120,58167
33130,705
33211,0
33212,12201
33220,8820
33230,143
33311,0
33312,0
33321,0
33322,0
34110,19267
34120,34264
34130,315
34210,2052
34220,3767
34230,42
34310,0
34320,0
35100,8428
35200,671
35300,0
41111,0
41112,166952
41113,2
41121,17412
41122,1
41131,1003
41132,0
41141,47
41142,0
41211,0
41212,26444
41213,0
41221,0
41222,2351
41223,0
41230,130
41240,4
41311,0
41312,5
41313,0
41320,0
42111,0
42112,88819
42113,0
42120,25944
42130,975
42140,28
42211,0
42212,9960
42213,0
42221,0
42222,3409
42223,0
42230,82
42240,2
42311,0
42312,0
42321,0
42322,0
43110,12938
43120,18424
43130,353
43141,7
43142,0
43211,0
43212,1139
43220,1877
43230,33
43240,0
43311,0
43312,0
43320,0
44110,1653
44120,8762
44130,196
44140,1
44210,179
44220,584
44230,10
44240,0
44310,0
44320,0
45100,938
45200,73
45300,0
