WT_code,Count
11111,0
11112,650269
11120,101627
11211,0
11212,444519
11220,93596
11230,1486
12111,0
12112,63520
12113,76919
12120,50542
12130,1946
12211,0
12212,47509
12213,16846
12221,0
12222,42297
12230,658
13111,0
13112,65605
13113,71572
13120,85101
13211,0
13212,46941
13220,50059
13230,1080
13311,0
13312,70
13320,9
14111,0
14112,54397
14113,40518
14120,95691
14211,0
14212,23218
14213,3803
14221,0
14222,39506
14223,6008
14230,692
14311,0
14312,3
14320,1
21111,0
21112,191428
21113,434052
21120,181920
21130,14086
21211,0
21212,125978
21213,80622
21220,89880
21230,4216
21311,0
21312,199
21320,9
22111,0
22112,62713
22113,112135
22120,119886
22130,13879
22211,0
22212,38788
22213,22514
22220,61639
22230,3154
22311,0
22312,64
22320,10
23110,119227
23120,134913
23130,14130
23211,0
23212,28474
23213,13097
23221,0
23222,74758
23230,3332
23311,0
23312,60
23320,10
24110,36681
24120,76210
24130,4306
24211,0
24212,9490
24213,3045
24221,0
24222,38497
24223,6186
24230,1091
24311,0
24312,7
24320,1
31111,0
31112,129357
31113,426569
31121,108184
31122,104294
31131,21036
31132,10843
31140,2362
31211,0
31212,62045
31213,39609
31220,62136
31230,6305
31240,554
31311,0
31312,95
31320,5
32111,0
32112,36202
32113,98927
32120,144898
32130,28306
32140,1253
32211,0
32212,17933
32213,12289
32221,0
32222,38949
32230,4031
32240,215
32311,0
32312,29
32320,3
33110,93124
33120,167671
33130,24328
33211,0
33212,28052
33220,60011
33230,4248
33311,0
33312,10
33321,0
33322,2
34110,20382
34120,54975
34130,5992
34210,8106
34220,29616
34230,1513
34310,0
34320,0
35100,9848
35200,3822
35300,0
41111,0
41112,80386
41113,418405
41121,85411
41122,58891
41131,28508
41132,6977
41141,6717
41142,252
41211,0
41212,33478
41213,24336
41221,0
41222,34867
41223,7049
41230,6294
41240,1291
41311,0
41312,60
41313,15
41320,9
42111,0
42112,35103
42113,141551
42120,251997
42130,51816
42140,6176
42211,0
42212,7256
42213,5764
42221,0
42222,36010
42223,7177
42230,7511
42240,1133
42311,0
42312,10
42321,0
42322,1
43110,73721
43120,103305
43130,21144
43141,2222
43142,129
43211,0
43212,3534
43220,22803
43230,4382
43240,395
43311,0
43312,0
43320,0
44110,7480
44120,26128
44130,6680
44140,649
44210,480
44220,7707
44230,1549
44240,103
44310,0
44320,0
45100,3203
45200,712
45300,0
