WT_code,Count
11111,0
11112,653362
11120,101682
11211,0
11212,458346
11220,98275
11230,1435
12111,0
12112,64861
12113,78377
12120,51811
12130,1850
12211,0
12212,49754
12213,18229
12221,0
12222,45109
12230,695
13111,0
13112,67653
13113,72741
13120,85701
13211,0
13212,50326
13220,54903
13230,1184
13311,0
13312,62
13320,6
14111,0
14112,56384
14113,40364
14120,100251
14211,0
14212,24791
14213,4678
14221,0
14222,43802
14223,6925
14230,671
14311,0
14312,8
14320,1
21111,0
21112,185056
21113,428602
21120,179161
21130,13930
21211,0
21212,128613
21213,81843
21220,92535
21230,3944
21311,0
21312,183
21320,7
22111,0
22112,60988
22113,113456
22120,118559
22130,13571
22211,0
22212,39663
22213,23601
22220,64719
22230,3143
22311,0
22312,59
22320,6
23110,120787
23120,135599
23130,13561
23211,0
23212,29183
23213,14487
23221,0
23222,80276
23230,3747
23311,0
23312,42
23320,4
24110,38343
24120,78342
24130,4179
24211,0
24212,9512
24213,3602
24221,0
24222,42337
24223,7501
24230,1198
24311,0
24312,7
24320,1
31111,0
31112,121774
31113,412374
31121,105031
31122,103971
31131,20701
31132,10884
31140,2292
31211,0
31212,62336
31213,39454
31220,64214
31230,6145
31240,428
31311,0
31312,93
31320,6
32111,0
32112,34807
32113,96985
32120,141432
32130,27262
32140,1332
32211,0
32212,18539
32213,12804
32221,0
32222,40785
32230,4183
32240,223
32311,0
32312,9
32320,1
33110,93512
33120,165962
33130,24168
33211,0
33212,29681
33220,64768
33230,4735
33311,0
33312,5
33321,0
33322,1
34110,21028
34120,54838
34130,5517
34210,8681
34220,33542
34230,1692
34310,5
34320,0
35100,10197
35200,4480
35300,0
41111,0
41112,76389
41113,406408
41121,82642
41122,59874
41131,29060
41132,6846
41141,7512
41142,268
41211,0
41212,33280
41213,24217
41221,0
41222,35283
41223,7054
41230,6077
41240,1234
41311,0
41312,72
41313,6
41320,6
42111,0
42112,34723
42113,139189
42120,245015
42130,51042
42140,6498
42211,0
42212,7961
42213,5898
42221,0
42222,38747
42223,7482
42230,7768
42240,1086
42311,0
42312,2
42321,0
42322,2
43110,74753
43120,101695
43130,20197
43141,2236
43142,129
43211,0
43212,3979
43220,25204
43230,4601
43240,411
43311,0
43312,1
43320,0
44110,7808
44120,25577
44130,6265
44140,628
44210,578
44220,8894
44230,1694
44240,113
44310,0
44320,0
45100,3288
45200,828
45300,0
