WT_code,Count
11111,0
11112,611193
11120,88030
11211,0
11212,396762
11220,29337
11230,257
12111,0
12112,114214
12113,7
12120,38418
12130,1076
12211,0
12212,68204
12213,84
12221,0
12222,16542
12230,287
13111,0
13112,82345
13113,4
13120,42341
13211,0
13212,41637
13220,16332
13230,442
13311,0
13312,4
13320,2
14111,0
14112,47126
14113,3
14120,42879
14211,0
14212,10951
14213,10
14221,0
14222,7639
14223,2
14230,298
14311,0
14312,1
14320,0
21111,0
21112,456845
21113,127
21120,101660
21130,3633
21211,0
21212,175690
21213,2
21220,24587
21230,439
21311,0
21312,32
21320,2
22111,0
22112,133329
22113,0
22120,75348
22130,4016
22211,0
22212,42615
22213,0
22220,21552
22230,617
22311,0
22312,6
22320,1
23110,84106
23120,73652
23130,5236
23211,0
23212,24631
23213,0
23221,0
23222,21105
23230,797
23311,0
23312,0
23320,1
24110,21173
24120,33586
24130,3360
24211,0
24212,2667
24213,0
24221,0
24222,5492
24223,0
24230,461
24311,0
24312,0
24320,0
31111,0
31112,378408
31113,73
31121,62828
31122,53
31131,3211
31132,1
31140,444
31211,0
31212,119423
31213,0
31220,12920
31230,322
31240,35
31311,0
31312,11
31320,0
32111,0
32112,56665
32113,2
32120,40670
32130,2985
32140,561
32211,0
32212,12265
32213,0
32221,0
32222,6487
32230,265
32240,40
32311,0
32312,2
32320,0
33110,51060
33120,82294
33130,9946
33211,0
33212,7976
33220,10795
33230,785
33311,0
33312,1
33321,0
33322,0
34110,15224
34120,44383
34130,6915
34210,1745
34220,4657
34230,574
34310,0
34320,0
35100,8241
35200,676
35300,0
41111,0
41112,400366
41113,20
41121,26364
41122,26
41131,1488
41132,5
41141,160
41142,0
41211,0
41212,102163
41213,0
41221,0
41222,5161
41223,1
41230,177
41240,38
41311,0
41312,11
41313,0
41320,0
42111,0
42112,36094
42113,0
42120,36918
42130,5388
42140,1191
42211,0
42212,4714
42213,0
42221,0
42222,2957
42223,0
42230,429
42240,101
42311,0
42312,0
42321,0
42322,0
43110,11477
43120,45605
43130,8541
43141,1800
43142,0
43211,0
43212,877
43220,2818
43230,473
43240,80
43311,0
43312,0
43320,0
44110,2933
44120,22891
44130,5236
44140,907
44210,205
44220,1155
44230,268
44240,38
44310,0
44320,0
45100,2652
45200,150
45300,0
