WT_code,Count
11111,0
11112,1251678
11120,205617
11211,0
11212,505171
11220,49620
11230,856
12111,0
12112,137411
12113,128
12120,48641
12130,635
12211,0
12212,65047
12213,56
12221,0
12222,18465
12230,186
13111,0
13112,109038
13113,29
13120,58115
13211,0
13212,45458
13220,17709
13230,190
13311,0
13312,19
13320,3
14111,0
14112,109844
14113,22
14120,109453
14211,0
14212,22217
14213,16
14221,0
14222,16484
14223,7
14230,87
14311,0
14312,1
14320,1
21111,0
21112,316085
21113,69
21120,127074
21130,3785
21211,0
21212,92258
21213,3
21220,22240
21230,539
21311,0
21312,33
21320,2
22111,0
22112,78274
22113,3
22120,56678
22130,1017
22211,0
22212,20223
22213,1
22220,12451
22230,155
22311,0
22312,2
22320,2
23110,78304
23120,67239
23130,870
23211,0
23212,13482
23213,0
23221,0
23222,12658
23230,186
23311,0
23312,2
23320,2
24110,43026
24120,68611
24130,698
24211,0
24212,3273
24213,0
24221,0
24222,7660
24223,2
24230,121
24311,0
24312,0
24320,0
31111,0
31112,213355
31113,30
31121,67691
31122,32
31131,4575
31132,3
31140,147
31211,0
31212,45841
31213,0
31220,8770
31230,554
31240,20
31311,0
31312,7
31320,0
32111,0
32112,67888
32113,6
32120,41102
32130,1461
32140,33
32211,0
32212,12273
32213,0
32221,0
32222,5905
32230,184
32240,6
32311,0
32312,0
32320,0
33110,62301
33120,60346
33130,1326
33211,0
33212,9121
33220,8535
33230,201
33311,0
33312,0
33321,0
33322,1
34110,14115
34120,32255
34130,523
34210,1372
34220,3514
34230,87
34310,0
34320,0
35100,7236
35200,619
35300,0
41111,0
41112,151835
41113,6
41121,21299
41122,14
41131,2024
41132,2
41141,93
41142,0
41211,0
41212,21526
41213,1
41221,0
41222,2402
41223,0
41230,349
41240,37
41311,0
41312,3
41313,0
41320,0
42111,0
42112,66973
42113,0
42120,30510
42130,2029
42140,61
42211,0
42212,6926
42213,0
42221,0
42222,2887
42223,0
42230,192
42240,13
42311,0
42312,0
42321,0
42322,0
43110,9701
43120,18855
43130,735
43141,17
43142,0
43211,0
43212,934
43220,1728
43230,76
43240,5
43311,0
43312,0
43320,0
44110,1103
44120,8468
44130,347
44140,4
44210,165
44220,643
44230,49
44240,1
44310,0
44320,0
45100,899
45200,63
45300,0
