WT_code,Count
11111,0
11112,818407
11120,136155
11211,0
11212,430792
11220,41316
11230,543
12111,0
12112,118637
12113,12
12120,52837
12130,986
12211,0
12212,59490
12213,60
12221,0
12222,21811
12230,492
13111,0
13112,86044
13113,4
13120,55419
13211,0
13212,36364
13220,22574
13230,563
13311,0
13312,4
13320,3
14111,0
14112,65084
14113,5
14120,70585
14211,0
14212,11865
14213,7
14221,0
14222,10875
14223,3
14230,313
14311,0
14312,0
14320,0
21111,0
21112,376083
21113,40
21120,117043
21130,4025
21211,0
21212,102058
21213,1
21220,22263
21230,610
21311,0
21312,14
21320,0
22111,0
22112,101421
22113,4
22120,77844
22130,2622
22211,0
22212,24838
22213,0
22220,17461
22230,658
22311,0
22312,2
22320,2
23110,90639
23120,96555
23130,3342
23211,0
23212,18110
23213,0
23221,0
23222,22617
23230,1039
23311,0
23312,0
23320,1
24110,40912
24120,83413
24130,4064
24211,0
24212,2860
24213,0
24221,0
24222,9071
24223,2
24230,575
24311,0
24312,0
24320,0
31111,0
31112,247015
31113,23
31121,55925
31122,28
31131,3669
31132,4
31140,207
31211,0
31212,52785
31213,0
31220,8640
31230,400
31240,21
31311,0
31312,3
31320,0
32111,0
32112,66337
32113,1
32120,40504
32130,3347
32140,143
32211,0
32212,10870
32213,0
32221,0
32222,4652
32230,349
32240,11
32311,0
32312,0
32320,0
33110,66355
33120,92404
33130,7157
33211,0
33212,8591
33220,10349
33230,924
33311,0
33312,0
33321,0
33322,0
34110,19506
34120,67168
34130,4961
34210,1474
34220,6158
34230,509
34310,0
34320,0
35100,18913
35200,1145
35300,0
41111,0
41112,239786
41113,14
41121,22611
41122,11
41131,1998
41132,4
41141,230
41142,0
41211,0
41212,38693
41213,0
41221,0
41222,3535
41223,0
41230,178
41240,20
41311,0
41312,2
41313,0
41320,0
42111,0
42112,67835
42113,1
42120,33884
42130,6814
42140,689
42211,0
42212,7725
42213,0
42221,0
42222,2821
42223,0
42230,516
42240,60
42311,0
42312,0
42321,0
42322,0
43110,11192
43120,41106
43130,7299
43141,520
43142,0
43211,0
43212,934
43220,2795
43230,574
43240,37
43311,0
43312,0
43320,0
44110,2050
44120,22570
44130,3859
44140,201
44210,140
44220,1251
44230,260
44240,23
44310,0
44320,0
45100,3170
45200,203
45300,0
