WT_code,Count
11111,0
11112,652545
11120,100130
11211,0
11212,441455
11220,91915
11230,1342
12111,0
12112,61860
12113,76156
12120,49468
12130,1762
12211,0
12212,47771
12213,16548
12221,0
12222,40960
12230,636
13111,0
13112,63559
13113,71873
13120,82638
13211,0
13212,46407
13220,49177
13230,1018
13311,0
13312,83
13320,13
14111,0
14112,54507
14113,42522
14120,101575
14211,0
14212,23423
14213,4182
14221,0
14222,39499
14223,6124
14230,608
14311,0
14312,16
14320,2
21111,0
21112,193522
21113,434836
21120,178849
21130,13911
21211,0
21212,125458
21213,77918
21220,86666
21230,3799
21311,0
21312,175
21320,7
22111,0
22112,61760
22113,113451
22120,118850
22130,13526
22211,0
22212,39381
22213,22354
22220,61259
22230,2931
22311,0
22312,70
22320,7
23110,118154
23120,133254
23130,13671
23211,0
23212,28117
23213,13299
23221,0
23222,74930
23230,3328
23311,0
23312,57
23320,9
24110,37323
24120,76830
24130,4250
24211,0
24212,9668
24213,3103
24221,0
24222,38885
24223,6373
24230,1062
24311,0
24312,5
24320,0
31111,0
31112,132521
31113,427633
31121,109942
31122,102565
31131,21081
31132,10456
31140,2371
31211,0
31212,61300
31213,38416
31220,60144
31230,5862
31240,405
31311,0
31312,95
31320,1
32111,0
32112,35599
32113,98690
32120,143445
32130,27934
32140,1191
32211,0
32212,18009
32213,12063
32221,0
32222,38042
32230,3809
32240,225
32311,0
32312,22
32320,1
33110,94050
33120,165539
33130,24078
33211,0
33212,28599
33220,60079
33230,4190
33311,0
33312,7
33321,0
33322,0
34110,20121
34120,53918
34130,5447
34210,8377
34220,29797
34230,1436
34310,2
34320,1
35100,9977
35200,4065
35300,0
41111,0
41112,83968
41113,423491
41121,86036
41122,57486
41131,28493
41132,6672
41141,6807
41142,201
41211,0
41212,32382
41213,23353
41221,0
41222,33253
41223,6595
41230,5615
41240,1087
41311,0
41312,80
41313,15
41320,8
42111,0
42112,34425
42113,138214
42120,248485
42130,50638
42140,5874
42211,0
42212,6932
42213,5284
42221,0
42222,35053
42223,6879
42230,6910
42240,879
42311,0
42312,7
42321,0
42322,2
43110,71003
43120,101924
43130,20412
43141,2070
43142,131
43211,0
43212,3449
43220,22761
43230,4337
43240,412
43311,0
43312,0
43320,0
44110,7220
44120,25899
44130,6456
44140,553
44210,525
44220,7931
44230,1595
44240,112
44310,0
44320,0
45100,3011
45200,817
45300,0
