WT_code,Count
11111,0
11112,850993
11120,108232
11211,0
11212,440002
11220,51874
11230,701
12111,0
12112,129891
12113,67
12120,51037
12130,1100
12211,0
12212,75227
12213,5
12221,0
12222,26367
12230,820
13111,0
13112,100240
13113,9
13120,57496
13211,0
13212,55325
13220,24184
13230,832
13311,0
13312,1
13320,1
14111,0
14112,87902
14113,13
14120,88783
14211,0
14212,20978
14213,10
14221,0
14222,15311
14223,1
14230,360
14311,0
14312,0
14320,0
21111,0
21112,498364
21113,114
21120,137944
21130,5908
21211,0
21212,173944
21213,0
21220,43020
21230,915
21311,0
21312,5
21320,1
22111,0
22112,89003
22113,4
22120,67917
22130,2673
22211,0
22212,28270
22213,0
22220,17397
22230,540
22311,0
22312,0
22320,0
23110,65206
23120,61018
23130,1852
23211,0
23212,14581
23213,0
23221,0
23222,12208
23230,340
23311,0
23312,0
23320,0
24110,31128
24120,51124
24130,996
24211,0
24212,2915
24213,0
24221,0
24222,6105
24223,0
24230,135
24311,0
24312,0
24320,0
31111,0
31112,366983
31113,20
31121,74023
31122,10
31131,4631
31132,1
31140,107
31211,0
31212,104847
31213,0
31220,19854
31230,404
31240,12
31311,0
31312,7
31320,0
32111,0
32112,57736
32113,1
32120,38156
32130,2119
32140,62
32211,0
32212,12625
32213,0
32221,0
32222,6799
32230,185
32240,2
32311,0
32312,0
32320,0
33110,45769
33120,55884
33130,1911
33211,0
33212,8267
33220,7699
33230,164
33311,0
33312,0
33321,0
33322,0
34110,9368
34120,28182
34130,789
34210,1232
34220,3143
34230,55
34310,0
34320,0
35100,5213
35200,420
35300,0
41111,0
41112,289856
41113,8
41121,28783
41122,5
41131,944
41132,0
41141,26
41142,0
41211,0
41212,63700
41213,0
41221,0
41222,7684
41223,0
41230,109
41240,1
41311,0
41312,5
41313,0
41320,0
42111,0
42112,46737
42113,0
42120,23432
42130,1227
42140,40
42211,0
42212,7354
42213,0
42221,0
42222,3218
42223,0
42230,50
42240,2
42311,0
42312,1
42321,0
42322,0
43110,6289
43120,16232
43130,678
43141,5
43142,0
43211,0
43212,784
43220,1281
43230,27
43240,0
43311,0
43312,0
43320,0
44110,692
44120,6174
44130,224
44140,0
44210,123
44220,366
44230,5
44240,0
44310,0
44320,0
45100,872
45200,55
45300,0
