WT_code,Count
11111,0
11112,1853154
11120,276420
11211,0
11212,603146
11220,138394
11230,7995
12111,0
12112,100978
12113,180185
12120,56321
12130,1538
12211,0
12212,62673
12213,26345
12221,0
12222,33008
12230,664
13111,0
13112,101443
13113,149606
13120,72575
13211,0
13212,63950
13220,32754
13230,468
13311,0
13312,17
13320,4
14111,0
14112,81953
14113,74285
14120,106107
14211,0
14212,22300
14213,5275
14221,0
14222,25639
14223,3733
14230,158
14311,0
14312,2
14320,0
21111,0
21112,97919
21113,288129
21120,124298
21130,7513
21211,0
21212,48985
21213,27747
21220,51073
21230,2573
21311,0
21312,74
21320,5
22111,0
22112,37134
22113,80402
22120,59344
22130,1870
22211,0
22212,18226
22213,8005
22220,32597
22230,757
22311,0
22312,8
22320,1
23110,121315
23120,83869
23130,2153
23211,0
23212,20109
23213,7974
23221,0
23222,47133
23230,764
23311,0
23312,4
23320,0
24110,48280
24120,84668
24130,1472
24211,0
24212,6521
24213,2299
24221,0
24222,31330
24223,4542
24230,469
24311,0
24312,1
24320,0
31111,0
31112,48235
31113,166402
31121,63991
31122,43792
31131,10555
31132,888
31140,1342
31211,0
31212,18646
31213,9728
31220,33999
31230,3611
31240,428
31311,0
31312,29
31320,4
32111,0
32112,21400
32113,59311
32120,62860
32130,4064
32140,287
32211,0
32212,6170
32213,2278
32221,0
32222,23842
32230,1413
32240,112
32311,0
32312,5
32320,1
33110,71171
33120,94910
33130,5604
33211,0
33212,9728
33220,44108
33230,1948
33311,0
33312,3
33321,0
33322,1
34110,15320
34120,55176
34130,4314
34210,2976
34220,26590
34230,1283
34310,0
34320,1
35100,13302
35200,4029
35300,0
41111,0
41112,27459
41113,75654
41121,52901
41122,30199
41131,19397
41132,1635
41141,4126
41142,82
41211,0
41212,11919
41213,5677
41221,0
41222,18090
41223,3310
41230,5819
41240,1151
41311,0
41312,42
41313,1
41320,2
42111,0
42112,16189
42113,52546
42120,134967
42130,33570
42140,5203
42211,0
42212,2772
42213,1127
42221,0
42222,28931
42223,2087
42230,8063
42240,1002
42311,0
42312,9
42321,0
42322,1
43110,10239
43120,71799
43130,20334
43141,2815
43142,57
43211,0
43212,332
43220,18452
43230,4515
43240,404
43311,0
43312,0
43320,0
44110,928
44120,29708
44130,11958
44140,1431
44210,67
44220,8169
44230,2739
44240,195
44310,0
44320,0
45100,6845
45200,1765
45300,0
