WT_code,Count
11111,0
11112,479549
11120,79575
11211,0
11212,358439
11220,57635
11230,1752
12111,0
12112,58713
12113,50362
12120,36107
12130,2328
12211,0
12212,46567
12213,15780
12221,0
12222,38614
12230,1811
13111,0
13112,70446
13113,46600
13120,78157
13211,0
13212,40997
13220,50767
13230,3109
13311,0
13312,122
13320,16
14111,0
14112,51560
14113,23766
14120,91271
14211,0
14212,18715
14213,2176
14221,0
14222,35743
14223,4527
14230,2456
14311,0
14312,3
14320,19
21111,0
21112,125428
21113,308014
21120,130926
21130,19191
21211,0
21212,76304
21213,54342
21220,57859
21230,5994
21311,0
21312,83
21320,13
22111,0
22112,85260
22113,155348
22120,108306
22130,18298
22211,0
22212,49835
22213,27979
22220,69247
22230,8371
22311,0
22312,74
22320,8
23110,220570
23120,171122
23130,45532
23211,0
23212,41892
23213,19535
23221,0
23222,89121
23230,13708
23311,0
23312,146
23320,23
24110,73236
24120,117206
24130,47521
24211,0
24212,11990
24213,3818
24221,0
24222,33254
24223,5287
24230,5425
24311,0
24312,34
24320,15
31111,0
31112,70781
31113,294566
31121,78854
31122,42413
31131,25584
31132,3910
31140,9840
31211,0
31212,31617
31213,25590
31220,33696
31230,6191
31240,1603
31311,0
31312,31
31320,2
32111,0
32112,36191
32113,159671
32120,118380
32130,31798
32140,12073
32211,0
32212,16643
32213,13054
32221,0
32222,39707
32230,8657
32240,2338
32311,0
32312,11
32320,3
33110,231596
33120,245690
33130,122535
33211,0
33212,42315
33220,79422
33230,24669
33311,0
33312,37
33321,0
33322,10
34110,82368
34120,153725
34130,79146
34210,15929
34220,41924
34230,9278
34310,11
34320,2
35100,28891
35200,6545
35300,1
41111,0
41112,36124
41113,279376
41121,36738
41122,25842
41131,18809
41132,1959
41141,11153
41142,549
41211,0
41212,12741
41213,13846
41221,0
41222,10777
41223,4219
41230,3383
41240,1352
41311,0
41312,11
41313,4
41320,2
42111,0
42112,23374
42113,211192
42120,186306
42130,95256
42140,55260
42211,0
42212,6024
42213,6751
42221,0
42222,25432
42223,6655
42230,13912
42240,6676
42311,0
42312,4
42321,0
42322,1
43110,160873
43120,218829
43130,103309
43141,28605
43142,19993
43211,0
43212,8797
43220,37003
43230,14982
43240,6115
43311,0
43312,0
43320,0
44110,53703
44120,111617
44130,31125
44140,12621
44210,2325
44220,21974
44230,7086
44240,1915
44310,0
44320,0
45100,14755
45200,3451
45300,0
