WT_code,Count
11111,0
11112,817418
11120,85962
11211,0
11212,488492
11220,38557
11230,356
12111,0
12112,141426
12113,83
12120,37346
12130,652
12211,0
12212,82577
12213,59
12221,0
12222,17158
12230,219
13111,0
13112,113384
13113,27
13120,45174
13211,0
13212,56342
13220,15466
13230,236
13311,0
13312,7
13320,1
14111,0
14112,103634
14113,25
14120,71634
14211,0
14212,23563
14213,32
14221,0
14222,11012
14223,1
14230,160
14311,0
14312,0
14320,0
21111,0
21112,519622
21113,74
21120,134425
21130,4389
21211,0
21212,205885
21213,0
21220,33313
21230,537
21311,0
21312,15
21320,1
22111,0
22112,95306
22113,9
22120,48117
22130,1669
22211,0
22212,28865
22213,0
22220,12208
22230,209
22311,0
22312,1
22320,1
23110,71088
23120,40050
23130,1195
23211,0
23212,13559
23213,0
23221,0
23222,8317
23230,161
23311,0
23312,0
23320,0
24110,33176
24120,32253
24130,593
24211,0
24212,2823
24213,0
24221,0
24222,3867
24223,0
24230,76
24311,0
24312,0
24320,0
31111,0
31112,413054
31113,19
31121,87986
31122,15
31131,5934
31132,0
31140,159
31211,0
31212,132632
31213,0
31220,19298
31230,579
31240,6
31311,0
31312,11
31320,0
32111,0
32112,68631
32113,2
32120,33873
32130,1804
32140,57
32211,0
32212,14074
32213,0
32221,0
32222,5400
32230,149
32240,2
32311,0
32312,0
32320,0
33110,51675
33120,37767
33130,1336
33211,0
33212,7941
33220,5400
33230,105
33311,0
33312,0
33321,0
33322,0
34110,10293
34120,16253
34130,390
34210,1199
34220,1859
34230,46
34310,0
34320,0
35100,2957
35200,313
35300,0
41111,0
41112,321401
41113,5
41121,35036
41122,4
41131,1871
41132,0
41141,93
41142,0
41211,0
41212,75721
41213,0
41221,0
41222,7226
41223,0
41230,260
41240,0
41311,0
41312,3
41313,0
41320,0
42111,0
42112,60106
42113,0
42120,25276
42130,1412
42140,47
42211,0
42212,7300
42213,0
42221,0
42222,2875
42223,0
42230,107
42240,1
42311,0
42312,0
42321,0
42322,0
43110,7629
43120,13986
43130,536
43141,5
43142,0
43211,0
43212,764
43220,1142
43230,42
43240,0
43311,0
43312,0
43320,0
44110,908
44120,4998
44130,142
44140,0
44210,141
44220,278
44230,14
44240,0
44310,0
44320,0
45100,561
45200,38
45300,0
