WT_code,Count
11111,0
11112,1207005
11120,193460
11211,0
11212,538053
11220,62807
11230,671
12111,0
12112,143294
12113,135
12120,49422
12130,608
12211,0
12212,71541
12213,72
12221,0
12222,23514
12230,227
13111,0
13112,117873
13113,39
13120,58305
13211,0
13212,50438
13220,21537
13230,231
13311,0
13312,1
13320,0
14111,0
14112,115979
14113,29
14120,110590
14211,0
14212,23960
14213,23
14221,0
14222,16421
14223,10
14230,103
14311,0
14312,0
14320,0
21111,0
21112,302096
21113,39
21120,115243
21130,3658
21211,0
21212,93526
21213,0
21220,22704
21230,389
21311,0
21312,27
21320,3
22111,0
22112,83723
22113,10
22120,53906
22130,918
22211,0
22212,21931
22213,0
22220,13307
22230,163
22311,0
22312,1
22320,0
23110,87244
23120,66129
23130,829
23211,0
23212,15211
23213,1
23221,0
23222,13513
23230,187
23311,0
23312,0
23320,0
24110,48672
24120,70694
24130,616
24211,0
24212,3822
24213,0
24221,0
24222,8090
24223,3
24230,155
24311,0
24312,0
24320,0
31111,0
31112,209464
31113,12
31121,58964
31122,8
31131,4103
31132,1
31140,115
31211,0
31212,46713
31213,1
31220,9512
31230,319
31240,6
31311,0
31312,10
31320,0
32111,0
32112,77081
32113,3
32120,40683
32130,1323
32140,27
32211,0
32212,13629
32213,0
32221,0
32222,6220
32230,140
32240,0
32311,0
32312,0
32320,0
33110,72915
33120,62040
33130,1233
33211,0
33212,10461
33220,9420
33230,214
33311,0
33312,0
33321,0
33322,0
34110,16734
34120,35219
34130,505
34210,1731
34220,3827
34230,105
34310,0
34320,0
35100,7998
35200,713
35300,0
41111,0
41112,162697
41113,2
41121,19756
41122,0
41131,1420
41132,0
41141,78
41142,0
41211,0
41212,25804
41213,0
41221,0
41222,2812
41223,0
41230,142
41240,2
41311,0
41312,2
41313,0
41320,0
42111,0
42112,82101
42113,0
42120,30347
42130,1654
42140,56
42211,0
42212,8865
42213,0
42221,0
42222,3525
42223,0
42230,197
42240,3
42311,0
42312,0
42321,0
42322,0
43110,12110
43120,20620
43130,575
43141,6
43142,0
43211,0
43212,1018
43220,1861
43230,90
43240,0
43311,0
43312,0
43320,0
44110,1415
44120,10115
44130,264
44140,1
44210,163
44220,646
44230,41
44240,0
44310,0
44320,0
45100,1031
45200,81
45300,0
