WT_code,Count
11111,0
11112,644288
11120,99284
11211,0
11212,500630
11220,105480
11230,1479
12111,0
12112,63538
12113,82752
12120,49944
12130,1745
12211,0
12212,56741
12213,23286
12221,0
12222,49844
12230,779
13111,0
13112,64436
13113,75987
13120,81146
13211,0
13212,62300
13220,63103
13230,1431
13311,0
13312,126
13320,13
14111,0
14112,50441
14113,35001
14120,87953
14211,0
14212,31052
14213,6095
14221,0
14222,48015
14223,8697
14230,904
14311,0
14312,9
14320,10
21111,0
21112,174826
21113,424006
21120,180239
21130,13824
21211,0
21212,129879
21213,87672
21220,99517
21230,3888
21311,0
21312,300
21320,26
22111,0
22112,58954
22113,117727
22120,116402
22130,13350
22211,0
22212,43724
22213,27491
22220,71426
22230,3441
22311,0
22312,71
22320,7
23110,123048
23120,127901
23130,12868
23211,0
23212,34277
23213,19476
23221,0
23222,93836
23230,4376
23311,0
23312,83
23320,7
24110,36797
24120,71420
24130,3774
24211,0
24212,13230
24213,5332
24221,0
24222,52311
24223,10185
24230,1600
24311,0
24312,2
24320,0
31111,0
31112,110101
31113,406263
31121,98656
31122,110727
31131,18741
31132,11370
31140,2063
31211,0
31212,60231
31213,40144
31220,67907
31230,5903
31240,382
31311,0
31312,126
31320,17
32111,0
32112,32417
32113,97530
32120,138298
32130,27058
32140,1235
32211,0
32212,19011
32213,13713
32221,0
32222,45198
32230,4390
32240,241
32311,0
32312,13
32320,3
33110,90808
33120,157279
33130,23466
33211,0
33212,34442
33220,75720
33230,5728
33311,0
33312,11
33321,0
33322,1
34110,20075
34120,53375
34130,5262
34210,11533
34220,42734
34230,2142
34310,0
34320,0
35100,9603
35200,6426
35300,0
41111,0
41112,67808
41113,397273
41121,73728
41122,61829
41131,23944
41132,6585
41141,4664
41142,199
41211,0
41212,31785
41213,23325
41221,0
41222,35815
41223,7163
41230,6044
41240,1216
41311,0
41312,77
41313,23
41320,8
42111,0
42112,34990
42113,132948
42120,238388
42130,47717
42140,4998
42211,0
42212,8386
42213,6222
42221,0
42222,42987
42223,8278
42230,9025
42240,1309
42311,0
42312,1
42321,0
42322,0
43110,71258
43120,98938
43130,18754
43141,1725
43142,128
43211,0
43212,4949
43220,30236
43230,5706
43240,537
43311,0
43312,0
43320,0
44110,7971
44120,25747
44130,6072
44140,484
44210,726
44220,11317
44230,2233
44240,118
44310,0
44320,0
45100,3364
45200,1166
45300,0
