WT_code,Count
11111,0
11112,793559
11120,86477
11211,0
11212,494450
11220,44767
11230,543
12111,0
12112,134239
12113,84
12120,36015
12130,547
12211,0
12212,80353
12213,60
12221,0
12222,18801
12230,282
13111,0
13112,110258
13113,35
13120,41949
13211,0
13212,54526
13220,14997
13230,293
13311,0
13312,11
13320,3
14111,0
14112,100186
14113,27
14120,63513
14211,0
14212,22724
14213,37
14221,0
14222,9478
14223,2
14230,142
14311,0
14312,0
14320,0
21111,0
21112,499084
21113,96
21120,126422
21130,4187
21211,0
21212,201200
21213,2
21220,35610
21230,706
21311,0
21312,15
21320,0
22111,0
22112,92310
22113,10
22120,45995
22130,1469
22211,0
22212,26856
22213,1
22220,12376
22230,198
22311,0
22312,2
22320,1
23110,71750
23120,38823
23130,1045
23211,0
23212,12434
23213,0
23221,0
23222,7145
23230,124
23311,0
23312,0
23320,2
24110,34560
24120,30606
24130,486
24211,0
24212,2961
24213,0
24221,0
24222,3100
24223,1
24230,44
24311,0
24312,0
24320,0
31111,0
31112,398218
31113,32
31121,81957
31122,17
31131,5343
31132,0
31140,172
31211,0
31212,131730
31213,0
31220,19631
31230,518
31240,5
31311,0
31312,6
31320,3
32111,0
32112,68937
32113,1
32120,31875
32130,1635
32140,69
32211,0
32212,13457
32213,0
32221,0
32222,5192
32230,123
32240,3
32311,0
32312,1
32320,0
33110,53612
33120,36961
33130,1181
33211,0
33212,7398
33220,4905
33230,75
33311,0
33312,0
33321,0
33322,0
34110,10460
34120,15719
34130,330
34210,1181
34220,1454
34230,36
34310,0
34320,0
35100,3018
35200,256
35300,0
41111,0
41112,331166
41113,14
41121,34954
41122,4
41131,1789
41132,0
41141,70
41142,0
41211,0
41212,80284
41213,0
41221,0
41222,7904
41223,0
41230,245
41240,2
41311,0
41312,3
41313,0
41320,0
42111,0
42112,65236
42113,0
42120,24657
42130,1394
42140,59
42211,0
42212,7128
42213,0
42221,0
42222,2835
42223,0
42230,80
42240,3
42311,0
42312,0
42321,0
42322,0
43110,8199
43120,13691
43130,445
43141,5
43142,0
43211,0
43212,704
43220,1046
43230,27
43240,0
43311,0
43312,0
43320,0
44110,981
44120,5080
44130,118
44140,0
44210,150
44220,287
44230,13
44240,0
44310,0
44320,0
45100,702
45200,47
45300,0
