WT_code,Count
11111,0
11112,876579
11120,134189
11211,0
11212,412629
11220,26055
11230,658
12111,0
12112,118996
12113,16
12120,51429
12130,1055
12211,0
12212,58854
12213,30
12221,0
12222,17198
12230,285
13111,0
13112,81379
13113,17
13120,52713
13211,0
13212,36906
13220,19666
13230,386
13311,0
13312,7
13320,2
14111,0
14112,59023
14113,3
14120,69054
14211,0
14212,12928
14213,9
14221,0
14222,11975
14223,4
14230,260
14311,0
14312,0
14320,0
21111,0
21112,418075
21113,76
21120,132366
21130,6222
21211,0
21212,101649
21213,7
21220,17735
21230,693
21311,0
21312,27
21320,0
22111,0
22112,102334
22113,8
22120,87264
22130,3624
22211,0
22212,25205
22213,0
22220,16669
22230,522
22311,0
22312,3
22320,2
23110,81957
23120,98326
23130,3881
23211,0
23212,18658
23213,0
23221,0
23222,22777
23230,776
23311,0
23312,1
23320,0
24110,32641
24120,79415
24130,4212
24211,0
24212,3158
24213,0
24221,0
24222,10057
24223,0
24230,547
24311,0
24312,0
24320,0
31111,0
31112,270240
31113,45
31121,64451
31122,66
31131,6322
31132,11
31140,409
31211,0
31212,51374
31213,1
31220,7205
31230,745
31240,64
31311,0
31312,10
31320,0
32111,0
32112,55346
32113,1
32120,42975
32130,4556
32140,241
32211,0
32212,9367
32213,0
32221,0
32222,4911
32230,516
32240,32
32311,0
32312,0
32320,0
33110,53384
33120,95720
33130,9221
33211,0
33212,7583
33220,10788
33230,1055
33311,0
33312,0
33321,0
33322,0
34110,15144
34120,66664
34130,6103
34210,1387
34220,6646
34230,719
34310,0
34320,0
35100,18518
35200,1550
35300,0
41111,0
41112,230652
41113,21
41121,22869
41122,48
41131,2991
41132,12
41141,376
41142,0
41211,0
41212,31993
41213,2
41221,0
41222,2247
41223,0
41230,487
41240,60
41311,0
41312,11
41313,0
41320,0
42111,0
42112,47579
42113,2
42120,33171
42130,9489
42140,1207
42211,0
42212,5165
42213,0
42221,0
42222,2622
42223,0
42230,1007
42240,139
42311,0
42312,0
42321,0
42322,0
43110,8331
43120,40737
43130,9516
43141,955
43142,0
43211,0
43212,654
43220,2753
43230,831
43240,118
43311,0
43312,0
43320,0
44110,1466
44120,21363
44130,4662
44140,425
44210,123
44220,1545
44230,519
44240,67
44310,0
44320,0
45100,2902
45200,359
45300,0
