WT_code,Count
11111,0
11112,480867
11120,79148
11211,0
11212,366064
11220,58703
11230,1829
12111,0
12112,57947
12113,51291
12120,36238
12130,2495
12211,0
12212,47287
12213,16239
12221,0
12222,39552
12230,1836
13111,0
13112,71077
13113,49152
13120,79987
13211,0
13212,42011
13220,52633
13230,3202
13311,0
13312,117
13320,17
14111,0
14112,52230
14113,25457
14120,94835
14211,0
14212,19517
14213,2188
14221,0
14222,37260
14223,4762
14230,2527
14311,0
14312,5
14320,26
21111,0
21112,123318
21113,306099
21120,128948
21130,19311
21211,0
21212,76994
21213,55199
21220,58685
21230,5861
21311,0
21312,86
21320,10
22111,0
22112,83042
22113,153509
22120,106567
22130,18208
22211,0
22212,49869
22213,28413
22220,70786
22230,8284
22311,0
22312,71
22320,9
23110,220384
23120,171316
23130,44393
23211,0
23212,42111
23213,19803
23221,0
23222,93636
23230,14326
23311,0
23312,119
23320,16
24110,74864
24120,118999
24130,46235
24211,0
24212,12164
24213,3947
24221,0
24222,34884
24223,5660
24230,5688
24311,0
24312,22
24320,21
31111,0
31112,69888
31113,294717
31121,77890
31122,41751
31131,25632
31132,3940
31140,9547
31211,0
31212,31762
31213,26405
31220,34626
31230,6349
31240,1564
31311,0
31312,41
31320,5
32111,0
32112,35517
32113,157379
32120,116928
32130,32253
32140,11575
32211,0
32212,17111
32213,13565
32221,0
32222,40784
32230,8306
32240,2245
32311,0
32312,16
32320,6
33110,227864
33120,243010
33130,120754
33211,0
33212,42771
33220,80990
33230,24252
33311,0
33312,34
33321,0
33322,2
34110,81424
34120,153986
34130,77911
34210,15994
34220,43278
34230,9355
34310,15
34320,4
35100,28215
35200,6625
35300,0
41111,0
41112,36212
41113,274896
41121,37667
41122,24636
41131,19165
41132,2030
41141,11190
41142,525
41211,0
41212,13297
41213,13846
41221,0
41222,11427
41223,4102
41230,3556
41240,1474
41311,0
41312,10
41313,7
41320,1
42111,0
42112,22762
42113,206579
42120,183193
42130,95127
42140,53748
42211,0
42212,5949
42213,6765
42221,0
42222,24564
42223,6413
42230,12965
42240,5953
42311,0
42312,2
42321,0
42322,0
43110,156788
43120,216459
43130,102908
43141,28045
43142,20471
43211,0
43212,8817
43220,35959
43230,14139
43240,5573
43311,0
43312,0
43320,1
44110,51972
44120,110532
44130,30926
44140,12816
44210,2341
44220,21261
44230,6593
44240,1750
44310,0
44320,0
45100,14172
45200,3383
45300,0
