Percentiles,Rainfall Values
1,4.087
2,4.087
3,5.46
4,7.128
5,7.574
6,8.408
7,9.522
8,9.691
9,10.838
10,12.136
11,12.845
12,13.849
13,15.332
14,15.332
15,15.52
16,16.204
17,16.744
18,20.109
19,20.687
20,21.07
21,22.378
22,23.04
23,24.368
24,24.784
25,24.888
26,26.15
27,26.38
28,26.645
29,27.13
30,27.534
31,28.392
32,30.918
33,31.792
34,31.909
35,32.6
36,33.209
37,33.758
38,33.953
39,34.699
40,35.454
41,36.139
42,36.853
43,37.662
44,38.195
45,38.545
46,41.228
47,41.723
48,42.487
49,42.649
50,42.881
51,45.408
52,47.284
53,48.69
54,49.722
55,50.466
56,52.282
57,52.397
58,53.042
59,53.826
60,54.323
61,54.577
62,54.901
63,55.302
64,55.54
65,56.129
66,56.416
67,58.192
68,58.639
69,59.998
70,60.661
71,61.525
72,62.863
73,63.456
74,65.566
75,67.259
76,67.666
77,68.26
78,71.486
79,72.593
80,74.038
81,78.805
82,83.134
83,85.682
84,87.543
85,91.481
86,91.481
87,91.481
88,94.685
89,95.977
90,100.102
91,102.221
92,106.348
93,112.431
94,119.411
95,126.521
96,131.193
97,136.57
98,137.28
99,163.539
