Percentiles,Rainfall Values
1,0.114
2,0.114
3,0.194
4,0.307
5,0.467
6,0.819
7,0.827
8,1.004
9,1.007
10,1.129
11,1.239
12,1.364
13,1.519
14,1.589
15,1.729
16,1.909
17,1.967
18,2.25
19,2.291
20,2.363
21,2.896
22,3.006
23,3.095
24,3.122
25,3.198
26,3.426
27,3.486
28,3.567
29,3.601
30,3.819
31,3.836
32,3.927
33,4.107
34,4.135
35,4.135
36,4.461
37,4.622
38,4.696
39,4.788
40,4.809
41,4.92
42,5.436
43,5.585
44,5.63
45,5.69
46,5.82
47,5.879
48,6.037
49,6.337
50,6.439
51,6.64
52,6.714
53,6.865
54,6.947
55,7.036
56,7.183
57,7.304
58,7.45
59,7.592
60,7.826
61,8.045
62,8.341
63,8.511
64,8.781
65,8.928
66,9.178
67,9.422
68,9.709
69,9.747
70,9.93
71,10.514
72,10.731
73,10.95
74,11.09
75,11.474
76,11.688
77,12.717
78,13.271
79,13.695
80,14.308
81,14.677
82,15.69
83,17.028
84,17.112
85,17.671
86,18.238
87,19.404
88,19.807
89,20.567
90,21.006
91,21.603
92,21.603
93,21.663
94,24.267
95,26.18
96,27.52
97,31.28
98,38.422
99,43.052
