Percentiles,Rainfall Values
1,2.625
2,2.625
3,3.647
4,4.506
5,4.887
6,5.015
7,5.771
8,6.126
9,6.609
10,6.609
11,8.032
12,8.6
13,8.932
14,10.255
15,11.355
16,11.668
17,12.152
18,12.35
19,12.616
20,13.483
21,15.085
22,15.591
23,16.089
24,16.613
25,17.268
26,18.907
27,19.653
28,19.897
29,19.897
30,19.942
31,20.027
32,20.504
33,21.965
34,22.03
35,22.119
36,22.355
37,22.454
38,24.135
39,24.945
40,25.91
41,26.319
42,27.323
43,27.492
44,27.679
45,27.99
46,28.422
47,28.837
48,28.911
49,29.439
50,29.902
51,30.481
52,31.307
53,32.139
54,34.089
55,34.691
56,35.238
57,35.657
58,36.24
59,37.413
60,38.165
61,39.08
62,39.08
63,39.564
64,40.213
65,40.828
66,41.257
67,41.54
68,42.056
69,43
70,44.515
71,44.927
72,45.276
73,46.343
74,47.273
75,47.571
76,47.664
77,48.054
78,49.786
79,51.979
80,56.68
81,58.495
82,59.367
83,62.419
84,69.223
85,71.32
86,74.294
87,74.984
88,74.984
89,75.616
90,80.407
91,82.115
92,85.606
93,88.687
94,96.559
95,100.521
96,103.011
97,107.645
98,113.08
99,139.519
