Percentiles,Rainfall Values
1,0.462
2,0.462
3,0.702
4,0.914
5,1.598
6,1.74
7,1.92
8,2.293
9,2.318
10,2.346
11,2.576
12,2.784
13,3.027
14,3.081
15,4.053
16,4.61
17,5.566
18,5.733
19,5.838
20,5.994
21,6.101
22,6.76
23,6.769
24,6.889
25,6.913
26,6.974
27,7.268
28,7.399
29,7.803
30,8.074
31,8.275
32,8.361
33,8.869
34,8.869
35,8.889
36,8.969
37,9.184
38,9.272
39,9.517
40,9.648
41,10.092
42,10.214
43,10.477
44,10.721
45,11.315
46,11.559
47,11.622
48,12.198
49,12.453
50,12.833
51,12.855
52,12.93
53,13.263
54,13.432
55,13.554
56,13.632
57,14.038
58,14.172
59,14.337
60,14.667
61,14.888
62,14.973
63,15.488
64,16.146
65,16.263
66,16.722
67,16.953
68,17.09
69,17.299
70,18.391
71,19.767
72,20.588
73,20.811
74,21.441
75,21.709
76,22.648
77,23.083
78,24.094
79,24.473
80,25.014
81,25.209
82,26.564
83,27.477
84,27.949
85,29.089
86,32.072
87,32.812
88,33.897
89,36.523
90,40.84
91,40.84
92,40.84
93,42.556
94,44.262
95,49.196
96,50.354
97,53.78
98,66.788
99,83.367
