Percentiles,Rainfall Values
1,1.454
2,1.454
3,1.971
4,2.627
5,3.252
6,3.394
7,3.669
8,3.804
9,3.828
10,4.013
11,5.333
12,5.654
13,6.188
14,6.937
15,7.754
16,8.488
17,9.09
18,9.181
19,9.319
20,10.374
21,10.94
22,11.308
23,11.917
24,12.587
25,13.121
26,13.152
27,13.59
28,14.32
29,14.731
30,15.175
31,15.198
32,15.27
33,16.175
34,16.175
35,16.273
36,16.39
37,16.71
38,16.961
39,17.245
40,17.807
41,18.029
42,18.839
43,19.177
44,19.921
45,20.281
46,20.793
47,21.213
48,21.685
49,22.056
50,22.31
51,22.448
52,22.526
53,23.103
54,24.163
55,24.575
56,24.723
57,24.787
58,25.104
59,25.182
60,25.584
61,26.232
62,27.236
63,27.845
64,27.926
65,28.35
66,29.059
67,29.615
68,30.228
69,31.283
70,32.795
71,33.479
72,34.613
73,35.929
74,36.137
75,36.844
76,37.102
77,37.794
78,37.93
79,39.303
80,41.228
81,42.071
82,45.349
83,47.532
84,51.36
85,54.875
86,58.029
87,60.115
88,62.234
89,62.872
90,62.872
91,62.872
92,64.001
93,69.337
94,70.361
95,75.038
96,77.008
97,88.528
98,91.545
99,118.057
