Percentiles,Rainfall Values
1,1.076
2,1.512
3,1.699
4,1.924
5,2.373
6,2.466
7,3.15
8,4.055
9,4.412
10,4.526
11,4.753
12,5.344
13,6.047
14,7.338
15,8.057
16,8.823
17,9.2
18,9.761
19,10.043
20,10.246
21,10.438
22,10.563
23,10.638
24,10.66
25,10.689
26,10.862
27,10.93
28,11.188
29,11.351
30,11.393
31,11.43
32,11.508
33,11.662
34,12.049
35,12.08
36,12.232
37,12.424
38,12.543
39,12.947
40,13.491
41,13.519
42,13.685
43,13.904
44,14.057
45,14.182
46,14.399
47,14.468
48,14.668
49,14.82
50,15.299
51,15.546
52,15.581
53,15.603
54,15.752
55,15.968
56,16.55
57,17.561
58,17.72
59,17.75
60,17.773
61,18.204
62,18.464
63,19.2
64,19.593
65,20.063
66,20.955
67,21.386
68,21.568
69,22.191
70,22.759
71,23.194
72,23.555
73,23.628
74,23.779
75,24.109
76,24.858
77,25.863
78,26.477
79,26.846
80,27.963
81,28.749
82,29.419
83,32.125
84,32.769
85,33.483
86,34.602
87,34.966
88,38.32
89,39.571
90,43.569
91,45.503
92,48.903
93,53.228
94,53.993
95,54.278
96,56.447
97,57.799
98,63.455
99,104.007
