Percentiles,Rainfall Values
1,0.34
2,0.428
3,0.462
4,0.607
5,0.75
6,1.119
7,1.285
8,1.419
9,1.837
10,2.089
11,2.399
12,2.667
13,2.723
14,2.831
15,3.542
16,4.021
17,4.319
18,4.36
19,4.418
20,4.741
21,4.914
22,4.98
23,5.176
24,5.387
25,5.539
26,5.675
27,5.827
28,5.902
29,6.025
30,6.209
31,6.318
32,6.389
33,6.459
34,6.706
35,6.762
36,6.814
37,6.955
38,7.034
39,7.04
40,7.16
41,7.637
42,7.687
43,7.862
44,7.963
45,8.08
46,8.329
47,8.397
48,8.401
49,8.49
50,8.627
51,8.638
52,8.745
53,8.813
54,8.911
55,9.026
56,9.032
57,9.058
58,9.114
59,9.368
60,9.75
61,10.093
62,10.331
63,11.127
64,11.4
65,11.668
66,11.889
67,12.462
68,12.828
69,12.886
70,13.136
71,13.572
72,14.224
73,14.563
74,14.609
75,15.009
76,15.339
77,15.474
78,15.82
79,15.868
80,16.073
81,16.81
82,17.18
83,18.435
84,19.437
85,20.513
86,22.701
87,23.302
88,24.741
89,25.398
90,25.456
91,26.877
92,31.287
93,33.872
94,34.613
95,35.887
96,36.548
97,38.494
98,42.987
99,73.198
